date,temperature_max,temperature_min,temperature_mean,rainfall,wind_speed,apparent_temp,humidity,pressure,solar,year,month,day,doy,season,temp_class,rain_class,flood_risk,season_Winter,season_Summer,season_Southwest_Monsoon,season_Post-Monsoon,temperature_mean_7d_avg,temperature_mean_30d_avg,rainfall_7d_avg,rainfall_30d_avg,humidity_7d_avg,humidity_30d_avg,pm25,pm10,no2,so2,co,o3,aqi,aqi_class,aqi_7d_avg,health_risk,dengue_risk,heat_index,discomfort_index,rainfall_anomaly,uhi_score,pollution_severity,aqi_ordinal,season_code,health_risk_ordinal,flood_risk_ordinal,dengue_risk_ordinal,temp_class_ordinal,rain_class_ordinal,temperature_mean_lag1,temperature_mean_lag7,rainfall_lag1,rainfall_lag7,aqi_lag1,aqi_lag7,humidity_lag1,humidity_lag7
2010-09-03,25.0,19.2,21.9,0.2,21.1,22.8,83.86,970.0,3.3521,2010,9,3,246,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.89,22.17,3.33,4.46,84.16,82.55,54.8,87.8,27.9,9.6,1.64,33.4,53.0,Moderate,48.0,Moderate,Low,21.9,21.24,-0.963,0.0,0.152,1,2,1,1,0,0,1,21.8,22.3,0.5,2.5,44.0,33.0,82.05,85.81
2010-09-04,26.3,19.6,22.1,0.6,20.0,23.1,82.3,970.0,3.9838,2010,9,4,247,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.8,22.15,3.06,4.47,83.86,82.65,30.0,58.0,30.7,7.1,1.17,39.8,36.0,Good,46.9,Moderate,Low,22.1,21.36,-0.874,0.0,0.089,0,2,1,1,0,0,1,21.9,22.7,0.2,2.5,53.0,44.0,83.86,84.4
2010-09-05,25.8,18.7,21.5,3.8,18.5,22.7,83.42,970.0,5.0352,2010,9,5,248,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.67,22.13,2.97,4.56,83.27,82.9,31.1,51.9,23.7,7.9,1.14,41.1,34.0,Good,45.7,Moderate,Low,21.5,20.86,-0.173,0.0,0.089,0,2,1,1,0,0,1,22.1,22.4,0.6,4.4,36.0,42.0,82.3,87.6
2010-09-06,25.8,18.8,21.7,1.4,21.0,22.5,80.38,970.0,4.3493,2010,9,6,249,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.71,22.12,1.77,4.48,81.97,82.98,40.3,79.5,29.3,9.5,0.88,35.3,44.0,Good,44.9,Moderate,Low,21.7,20.92,-0.698,0.0,0.116,0,2,1,1,0,0,1,21.5,21.4,3.8,9.8,34.0,50.0,83.42,89.43
2010-09-07,26.1,20.1,22.3,1.2,22.3,23.0,84.7,970.0,4.0147,2010,9,7,250,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.89,22.11,1.1,4.46,82.42,83.14,56.7,87.1,27.2,9.8,0.96,38.9,54.0,Moderate,45.0,Moderate,Low,22.3,21.64,-0.736,0.0,0.157,1,2,1,1,0,0,1,21.7,21.1,1.4,5.9,44.0,53.0,80.38,81.58
2010-09-08,25.9,19.9,22.0,5.5,22.3,23.0,81.82,970.0,3.3912,2010,9,8,251,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.9,22.08,1.89,4.63,82.65,83.32,39.5,68.8,27.9,9.7,1.04,34.3,42.0,Good,43.9,Moderate,Low,22.0,21.25,0.2,0.0,0.113,0,2,1,1,0,0,1,22.3,21.9,1.2,0.0,54.0,50.0,84.7,80.23
2010-09-09,26.8,19.6,22.3,0.5,21.9,23.4,84.68,970.0,4.1004,2010,9,9,252,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.97,22.06,1.89,4.64,83.02,83.68,39.6,71.3,26.1,9.0,0.96,27.8,41.0,Good,43.4,Moderate,Low,22.3,21.64,-0.952,0.0,0.112,0,2,1,1,0,0,1,22.0,21.8,5.5,0.5,42.0,44.0,81.82,82.05
2010-09-10,26.5,19.0,22.0,5.7,17.0,23.8,84.76,970.0,5.3798,2010,9,10,253,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.99,22.03,2.67,4.81,83.15,83.99,30.8,50.0,25.4,6.3,0.95,28.1,32.0,Good,40.4,Moderate,Low,22.0,21.37,0.207,0.0,0.087,0,2,1,1,0,0,1,22.3,21.9,0.5,0.2,41.0,53.0,84.68,83.86
2010-09-11,25.0,19.3,21.7,2.9,16.0,23.5,83.17,970.0,3.3665,2010,9,11,254,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.93,21.99,3.0,4.73,83.28,83.97,47.5,89.6,31.3,8.4,1.26,37.0,50.0,Good,42.4,Moderate,Low,21.7,21.03,-0.425,0.0,0.135,0,2,1,1,0,0,1,22.0,22.1,5.7,0.6,32.0,36.0,84.76,82.3
2010-09-12,26.1,19.2,22.3,0.0,13.8,24.1,84.82,970.0,5.4434,2010,9,12,255,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.04,21.99,2.46,4.59,83.48,84.24,47.6,86.3,33.6,8.2,1.4,43.7,51.0,Moderate,44.9,Moderate,Low,22.3,21.65,-1.046,0.0,0.136,1,2,1,1,0,0,0,21.7,21.5,2.9,3.8,50.0,34.0,83.17,83.42
2010-09-13,25.6,19.4,21.8,2.6,14.8,23.5,82.37,970.0,4.7926,2010,9,13,256,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.06,21.96,2.63,4.49,83.76,84.4,46.4,70.1,27.7,7.7,1.31,31.1,45.0,Good,45.0,Moderate,Low,21.8,21.09,-0.43,0.0,0.129,0,2,1,1,0,0,1,22.3,21.7,0.0,1.4,51.0,44.0,84.82,80.38
2010-09-14,24.4,19.4,21.5,0.5,17.3,23.0,84.0,970.0,3.3818,2010,9,14,257,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.94,21.92,2.53,4.4,83.66,84.36,36.5,65.8,22.7,8.6,0.45,31.8,38.0,Good,42.7,Moderate,Low,21.5,20.88,-0.875,0.0,0.103,0,2,1,1,0,0,1,21.8,22.3,2.6,1.2,45.0,54.0,82.37,84.7
2010-09-15,25.6,19.5,21.8,1.2,18.8,23.3,87.84,970.0,4.4215,2010,9,15,258,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.91,21.9,1.91,4.07,84.52,84.41,36.0,62.8,31.2,6.8,0.98,37.1,39.0,Good,42.3,Moderate,Low,21.8,21.31,-0.666,0.0,0.103,0,2,1,1,0,0,1,21.5,22.0,0.5,5.5,38.0,42.0,84.0,81.82
2010-09-16,26.3,19.2,22.0,4.1,19.1,23.7,83.09,970.0,4.6805,2010,9,16,259,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.87,21.89,2.43,4.19,84.29,84.52,31.8,50.9,32.7,8.4,1.53,35.7,35.0,Good,41.4,Moderate,Low,22.0,21.3,-0.021,0.0,0.092,0,2,1,1,0,0,1,21.8,22.3,1.2,0.5,39.0,41.0,87.84,84.68
2010-09-17,26.2,19.0,21.9,4.9,18.2,23.4,84.79,970.0,4.483,2010,9,17,260,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.86,21.88,2.31,4.33,84.3,84.67,41.5,82.9,33.5,7.9,0.91,36.8,46.0,Good,43.4,Moderate,Low,21.9,21.28,0.135,0.0,0.12,0,2,1,1,0,0,1,22.0,22.0,4.1,5.7,35.0,32.0,83.09,84.76
2010-09-18,24.6,18.4,21.5,0.0,20.1,22.2,84.01,970.0,4.3152,2010,9,18,261,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.83,21.84,1.9,4.32,84.42,84.82,33.3,65.0,26.7,7.6,1.21,37.8,38.0,Good,41.7,Moderate,Low,21.5,20.88,-1.023,0.0,0.097,0,2,1,1,0,0,0,21.9,21.7,4.9,2.9,46.0,50.0,84.79,83.17
2010-09-19,25.7,18.1,21.7,0.0,11.9,23.0,82.32,970.0,6.2076,2010,9,19,262,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.74,21.81,1.9,4.01,84.06,84.62,32.7,53.8,28.4,6.3,0.97,34.9,35.0,Good,39.4,Moderate,Low,21.7,21.0,-0.958,0.0,0.093,0,2,1,1,0,0,0,21.5,22.3,0.0,0.0,38.0,51.0,84.01,84.82
2010-09-20,26.5,18.2,22.5,0.1,8.3,24.9,78.64,970.0,6.413,2010,9,20,263,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.84,21.83,1.54,3.51,83.53,84.27,37.9,67.2,26.4,6.2,1.57,35.6,40.0,Good,38.7,Moderate,Low,22.5,21.56,-0.928,0.0,0.108,0,2,1,1,0,0,1,21.7,21.8,0.0,2.6,35.0,45.0,82.32,82.37
2010-09-21,27.5,19.6,22.5,2.7500000000000004,7.7,25.8,85.35,970.0,5.4881,2010,9,21,264,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.99,21.86,1.86,3.29,83.72,84.17,37.5,62.1,27.8,11.2,1.05,29.1,39.0,Good,38.9,Moderate,Low,22.5,21.86,-0.154,0.0,0.106,0,2,1,1,0,0,1,22.5,21.5,0.1,0.5,40.0,38.0,78.64,84.0
2010-09-22,26.8,19.1,22.5,5.4,4.9,25.8,84.31,970.0,5.8723,2010,9,22,265,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.09,21.88,2.46,3.35,83.22,84.06,37.1,70.1,27.6,8.7,1.42,32.5,40.0,Good,39.0,Moderate,Low,22.5,21.81,0.582,0.0,0.106,0,2,1,1,0,0,1,22.5,21.8,2.7500000000000004,1.2,39.0,39.0,85.35,87.84
2010-09-23,27.6,19.6,23.1,12.6,5.2,26.8,83.41,970.0,6.0317,2010,9,23,266,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.24,21.94,3.68,3.3,83.26,83.87,44.2,86.8,28.8,12.1,1.06,40.8,48.0,Good,40.9,Moderate,Medium,23.1,22.32,2.766,0.0,0.127,0,2,1,1,1,0,2,22.5,22.0,5.4,4.1,40.0,35.0,84.31,83.09
2010-09-24,26.9,19.2,22.7,7.7,12.1,25.9,80.75,970.0,5.8721,2010,9,24,267,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.36,22.01,4.08,3.2,82.68,83.7,41.5,69.6,29.8,12.2,0.64,36.7,43.0,Good,40.4,Moderate,Low,22.7,21.83,1.41,0.0,0.117,0,2,1,1,0,0,2,23.1,21.9,12.6,4.9,48.0,46.0,83.41,84.79
2010-09-25,26.7,18.8,22.4,0.2,7.9,25.4,85.05,970.0,6.5928,2010,9,25,268,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.49,22.04,4.11,2.98,82.83,83.7,38.9,74.0,31.3,11.0,1.36,35.6,43.0,Good,41.1,Moderate,Low,22.4,21.75,-0.88,0.0,0.112,0,2,1,1,0,0,1,22.7,21.5,7.7,0.0,43.0,38.0,80.75,84.01
2010-09-26,27.6,19.4,22.8,3.2,11.5,25.7,85.37,970.0,4.7227,2010,9,26,269,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.64,22.06,4.56,3.0,83.27,83.68,42.2,73.8,27.4,5.9,0.77,29.7,43.0,Good,42.3,Moderate,Low,22.8,22.13,0.062,0.0,0.119,0,2,1,1,0,0,1,22.4,21.7,0.2,0.0,43.0,35.0,85.05,82.32
2010-09-27,26.4,20.0,22.4,10.0,13.4,25.1,85.61,970.0,4.7189,2010,9,27,270,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.63,22.05,5.98,3.26,84.26,83.72,34.0,57.7,30.2,11.3,1.02,29.9,37.0,Good,41.9,Moderate,Low,22.4,21.77,1.98,0.0,0.098,0,2,1,1,0,0,2,22.8,22.5,3.2,0.1,43.0,40.0,85.37,78.64
2010-09-28,27.1,19.9,22.8,0.0,14.5,25.0,87.17,970.0,5.0801,2010,9,28,271,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.67,22.06,5.59,3.11,84.52,83.71,41.6,82.0,27.2,8.2,1.71,28.4,45.0,Good,42.7,Moderate,Low,22.8,22.21,-0.901,0.0,0.119,0,2,1,1,0,0,0,22.4,22.5,10.0,2.7500000000000004,37.0,39.0,85.61,85.35
2010-09-29,27.4,19.7,22.5,7.2,10.0,25.4,85.17,970.0,5.8248,2010,9,29,272,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.67,22.1,5.84,3.02,84.65,83.57,42.0,73.6,23.8,7.9,2.03,24.4,42.0,Good,43.0,Moderate,Low,22.5,21.85,1.264,0.0,0.118,0,2,1,1,0,0,1,22.8,22.5,0.0,5.4,45.0,40.0,87.17,84.31
2010-09-30,28.2,19.0,23.0,1.5,10.9,26.0,80.41,970.0,6.0526,2010,9,30,273,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.66,22.16,4.26,2.88,84.22,83.53,30.4,52.7,33.0,7.7,1.25,32.1,34.0,Good,41.0,Moderate,Low,23.0,22.08,-0.42,0.0,0.088,0,2,1,1,0,0,1,22.5,23.1,7.2,12.6,42.0,48.0,85.17,83.41
2010-10-01,27.4,19.3,22.3,2.9,10.7,25.4,85.42,970.0,4.9658,2010,10,1,274,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.6,22.18,3.57,2.97,84.89,83.7,51.5,94.5,30.8,8.5,1.13,31.4,53.0,Moderate,42.4,Moderate,Low,22.3,21.67,-0.022,0.0,0.145,1,3,1,1,0,0,1,23.0,22.7,1.5,7.7,34.0,43.0,80.41,80.75
2010-10-02,27.0,19.3,22.2,16.3,7.4,25.2,86.62,970.0,5.2541,2010,10,2,275,Post-Monsoon,Normal,Moderate,Medium,0,0,0,1,22.57,22.19,5.87,3.5,85.11,83.85,38.3,62.5,26.6,10.0,1.36,34.1,40.0,Good,42.0,Moderate,Medium,22.2,21.63,3.197,0.0,0.109,0,3,1,1,1,0,2,22.3,22.4,2.9,0.2,53.0,43.0,85.42,85.05
2010-10-03,26.7,19.8,22.4,2.6,10.0,25.0,86.75,970.0,5.4888,2010,10,3,276,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.51,22.21,5.79,3.58,85.31,83.95,45.1,75.0,35.7,13.8,1.02,38.3,47.0,Good,42.6,Moderate,Low,22.4,21.82,-0.247,0.0,0.128,0,3,1,1,0,0,1,22.2,22.8,16.3,3.2,40.0,43.0,86.62,85.37
2010-10-04,27.6,19.3,22.6,2.8,7.9,26.0,82.3,970.0,5.7955,2010,10,4,277,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.54,22.22,4.76,3.65,84.83,83.95,52.7,103.5,32.5,6.0,1.24,29.8,55.0,Moderate,45.1,Moderate,Low,22.6,21.81,-0.217,0.0,0.149,1,3,1,1,0,0,1,22.4,22.4,2.6,10.0,47.0,37.0,86.75,85.61
2010-10-05,27.6,19.4,22.7,3.4,7.3,26.2,80.11,970.0,5.4576,2010,10,5,278,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.53,22.26,5.24,3.64,83.83,83.84,51.0,93.8,35.3,13.1,1.75,39.1,54.0,Moderate,46.4,Moderate,Low,22.7,21.8,-0.061,0.0,0.145,1,3,1,1,0,0,1,22.6,22.8,2.8,0.0,55.0,45.0,82.3,87.17
2010-10-06,26.7,20.3,22.4,6.1,15.1,24.7,89.06,970.0,4.4842,2010,10,6,279,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.51,22.29,5.09,3.8,84.38,84.13,44.7,85.6,35.2,12.3,1.4,35.3,49.0,Good,47.4,Moderate,Low,22.4,21.92,0.587,0.0,0.129,0,3,1,1,0,0,1,22.7,22.5,3.4,7.2,54.0,42.0,80.11,85.17
2010-10-07,26.6,19.9,22.7,2.5,14.1,25.1,82.3,970.0,5.0558,2010,10,7,280,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.47,22.3,5.23,3.84,84.65,84.05,42.0,68.6,29.1,8.9,0.99,39.7,43.0,Good,48.7,Moderate,Low,22.7,21.9,-0.343,0.0,0.118,0,3,1,1,0,0,1,22.4,23.0,6.1,1.5,49.0,34.0,89.06,80.41
2010-10-08,27.3,19.1,22.8,0.7,11.3,25.5,86.08,970.0,4.8014,2010,10,8,281,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.54,22.33,4.91,3.68,84.75,84.19,51.1,90.6,37.2,8.3,1.45,26.8,52.0,Moderate,48.6,Moderate,Low,22.8,22.16,-0.758,0.0,0.144,1,3,1,1,0,0,1,22.7,22.3,2.5,2.9,43.0,53.0,82.3,85.42
2010-10-09,26.2,20.2,23.0,0.4,11.4,25.6,84.87,970.0,3.3451,2010,10,9,282,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.66,22.35,2.64,3.68,84.5,84.2,49.2,97.7,26.2,6.6,0.92,38.2,52.0,Moderate,50.3,Moderate,Low,23.0,22.29,-0.833,0.0,0.14,1,3,1,1,0,0,1,22.8,22.2,0.7,16.3,52.0,40.0,86.08,86.62
2010-10-10,25.9,19.7,22.3,0.3,10.5,24.8,85.35,970.0,5.3014,2010,10,10,283,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.64,22.36,2.31,3.49,84.3,84.22,40.2,66.7,31.9,7.4,0.88,28.8,41.0,Good,49.4,Moderate,Low,22.3,21.67,-0.807,0.0,0.113,0,3,1,1,0,0,1,23.0,22.4,0.4,2.6,52.0,47.0,84.87,86.75
2010-10-11,27.0,19.2,22.6,0.0,13.7,24.3,86.64,970.0,6.2184,2010,10,11,284,Post-Monsoon,Normal,No Rain,Medium,0,0,0,1,22.64,22.39,1.91,3.4,84.92,84.33,38.9,61.5,31.6,8.0,1.54,28.1,40.0,Good,47.3,Moderate,Low,22.6,22.0,-0.847,0.0,0.11,0,3,1,1,0,0,0,22.3,22.6,0.3,2.8,41.0,55.0,85.35,82.3
2010-10-12,25.8,18.5,22.2,0.0,10.9,23.8,82.75,970.0,5.9378,2010,10,12,285,Post-Monsoon,Normal,No Rain,Medium,0,0,0,1,22.57,22.39,1.43,3.4,85.29,84.26,30.0,52.7,30.4,9.0,1.16,31.7,34.0,Good,44.4,Moderate,Low,22.2,21.47,-0.847,0.0,0.087,0,3,1,1,0,0,0,22.6,22.7,0.0,3.4,40.0,54.0,86.64,80.11
2010-10-13,26.3,19.4,22.3,3.6,8.7,24.6,86.92,970.0,5.1763,2010,10,13,286,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.56,22.4,1.07,3.43,84.99,84.42,45.6,77.2,38.4,9.2,1.74,27.6,47.0,Good,44.1,Moderate,Low,22.3,21.74,0.042,0.0,0.129,0,3,1,1,0,0,1,22.2,22.4,0.0,6.1,34.0,49.0,82.75,89.06
2010-10-14,26.6,18.8,22.0,7.8,13.0,24.5,86.86,970.0,5.3642,2010,10,14,287,Post-Monsoon,Normal,Moderate,Medium,0,0,0,1,22.46,22.42,1.83,3.68,85.64,84.51,43.9,69.4,34.7,10.8,1.09,33.9,45.0,Good,44.4,Moderate,Low,22.0,21.46,1.02,0.0,0.124,0,3,1,1,0,0,2,22.3,22.7,3.6,2.5,47.0,43.0,86.92,82.3
2010-10-15,26.2,19.2,21.6,2.7,16.2,23.2,87.38,970.0,4.615,2010,10,15,288,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.29,22.41,2.11,3.73,85.82,84.5,52.5,102.0,27.9,10.6,1.66,35.9,55.0,Moderate,44.9,Moderate,Low,21.6,21.11,-0.255,0.0,0.149,1,3,1,1,0,0,1,22.0,22.8,7.8,0.7,45.0,52.0,86.86,86.08
2010-10-16,25.5,17.9,21.6,0.9,20.0,22.4,85.6,970.0,5.9194,2010,10,16,289,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.09,22.4,2.19,3.62,85.93,84.58,47.0,93.8,28.4,9.7,1.76,34.0,50.0,Good,44.6,Moderate,Low,21.6,21.04,-0.67,0.0,0.134,0,3,1,1,0,0,1,21.6,23.0,2.7,0.4,55.0,52.0,87.38,84.87
2010-10-17,24.6,17.6,21.1,0.0,16.8,21.8,84.73,970.0,6.1171,2010,10,17,290,Post-Monsoon,Normal,No Rain,Medium,0,0,0,1,21.91,22.37,2.14,3.46,85.84,84.58,53.8,96.1,42.1,9.2,1.39,31.2,56.0,Moderate,46.7,Moderate,Low,21.1,20.55,-0.843,0.0,0.152,1,3,1,1,0,0,0,21.6,22.3,0.9,0.3,50.0,41.0,85.6,85.35
2010-10-18,25.5,18.1,21.6,0.2,13.4,23.2,82.95,970.0,5.9069,2010,10,18,291,Post-Monsoon,Normal,Light,Medium,0,0,0,1,21.77,22.38,2.17,3.46,85.31,84.54,39.6,74.8,31.6,11.5,1.27,37.2,44.0,Good,47.3,Moderate,Low,21.6,20.93,-0.797,0.0,0.114,0,3,1,1,0,0,1,21.1,22.6,0.0,0.0,56.0,40.0,84.73,86.64
2010-10-19,26.4,18.3,22.2,0.2,9.5,24.6,83.69,970.0,6.1171,2010,10,19,292,Post-Monsoon,Normal,Light,Medium,0,0,0,1,21.77,22.39,2.2,3.47,85.45,84.59,52.5,101.2,30.3,10.9,1.2,33.4,55.0,Moderate,50.3,Moderate,Low,22.2,21.51,-0.799,0.0,0.149,1,3,1,1,0,0,1,21.6,22.2,0.2,0.0,44.0,34.0,82.95,82.75
2010-10-20,26.0,19.2,22.1,5.4,7.8,25.2,92.8,970.0,4.8002,2010,10,20,293,Post-Monsoon,Normal,Light,Medium,0,0,0,1,21.74,22.38,2.46,3.65,86.29,85.06,40.8,75.5,38.1,10.1,1.22,30.4,45.0,Good,50.0,Moderate,Low,22.1,21.8,0.433,0.0,0.118,0,3,1,1,0,0,1,22.2,22.3,0.2,3.6,55.0,47.0,83.69,86.92
2010-10-21,26.1,19.7,22.3,5.8,9.4,25.2,86.12,970.0,4.8242,2010,10,21,294,Post-Monsoon,Normal,Light,Medium,0,0,0,1,21.79,22.37,2.17,3.75,86.18,85.08,49.9,76.0,26.4,8.4,0.95,30.4,48.0,Good,50.4,Moderate,Low,22.3,21.7,0.505,0.0,0.138,0,3,1,1,0,0,1,22.1,22.0,5.4,7.8,45.0,45.0,92.8,86.86
2010-10-22,25.9,20.1,22.2,1.4,15.3,24.1,88.62,970.0,4.4964,2010,10,22,295,Post-Monsoon,Normal,Light,Medium,0,0,0,1,21.87,22.36,1.99,3.61,86.36,85.23,34.3,54.1,39.0,11.5,1.51,26.5,37.0,Good,47.9,Moderate,Low,22.2,21.72,-0.543,0.0,0.098,0,3,1,1,0,0,1,22.3,21.6,5.8,2.7,48.0,55.0,86.12,87.38
2010-10-23,25.1,19.5,21.2,9.2,15.7,23.2,89.23,970.0,4.3073,2010,10,23,296,Post-Monsoon,Normal,Moderate,Medium,0,0,0,1,21.81,22.3,3.17,3.5,86.88,85.42,46.1,70.9,30.3,10.9,1.5,26.0,45.0,Good,47.1,Moderate,Low,21.2,20.8,1.477,0.0,0.128,0,3,1,1,0,0,2,22.2,21.6,1.4,0.9,37.0,50.0,88.62,85.6
2010-10-24,25.7,19.4,21.9,0.0,14.8,23.6,85.35,970.0,5.6724,2010,10,24,297,Post-Monsoon,Normal,No Rain,Medium,0,0,0,1,21.93,22.27,3.17,3.24,86.97,85.58,30.6,46.1,35.6,8.8,1.29,28.5,33.0,Good,43.9,Moderate,Low,21.9,21.3,-0.848,0.0,0.088,0,3,1,1,0,0,0,21.2,21.1,9.2,0.0,45.0,56.0,89.23,84.73
2010-10-25,26.3,19.1,22.4,0.8,11.8,24.7,86.85,970.0,5.7178,2010,10,25,298,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.04,22.27,3.26,3.26,87.52,85.64,42.6,70.5,31.6,5.4,1.36,25.4,43.0,Good,43.7,Moderate,Low,22.4,21.83,-0.646,0.0,0.12,0,3,1,1,0,0,1,21.9,21.6,0.0,0.2,33.0,44.0,85.35,82.95
2010-10-26,27.1,18.1,22.3,3.8,7.1,25.3,86.05,970.0,3.3874,2010,10,26,299,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.06,22.26,3.77,3.28,87.86,85.66,47.6,80.7,27.2,9.4,1.24,24.8,47.0,Good,42.6,Moderate,Low,22.3,21.7,0.136,0.0,0.133,0,3,1,1,0,0,1,22.4,22.2,0.8,0.2,43.0,55.0,86.85,83.69
2010-10-27,26.2,19.1,22.1,0.4,10.2,25.0,87.35,970.0,2.8346,2010,10,27,300,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.06,22.25,3.06,2.96,87.08,85.72,40.9,66.2,34.2,7.9,1.05,25.9,42.0,Good,42.1,Moderate,Low,22.1,21.57,-0.707,0.0,0.115,0,3,1,1,0,0,1,22.3,22.1,3.8,5.4,47.0,45.0,86.05,92.8
2010-10-28,26.3,19.1,22.2,0.0,15.9,24.2,89.59,970.0,4.5377,2010,10,28,301,Post-Monsoon,Normal,No Rain,Medium,0,0,0,1,22.04,22.23,2.23,2.96,87.58,85.8,37.1,56.9,37.3,10.7,1.02,35.8,40.0,Good,41.0,Moderate,Low,22.2,21.76,-0.817,0.0,0.106,0,3,1,1,0,0,0,22.1,22.3,0.4,5.8,42.0,48.0,87.35,86.12
2010-10-29,24.7,18.6,21.3,0.5,16.5,22.9,87.46,970.0,4.5994,2010,10,29,302,Post-Monsoon,Normal,Light,Medium,0,0,0,1,21.91,22.19,2.1,2.74,87.41,85.87,50.4,89.0,24.1,9.7,1.21,26.3,50.0,Good,42.9,Moderate,Low,21.3,20.83,-0.629,0.0,0.141,0,3,1,1,0,0,1,22.2,22.2,0.0,1.4,40.0,37.0,89.59,88.62
2010-10-30,23.3,19.2,20.8,6.0,13.6,22.9,91.27,970.0,2.7283,2010,10,30,303,Post-Monsoon,Normal,Light,Medium,0,0,0,1,21.86,22.11,1.64,2.89,87.7,86.24,43.8,71.6,28.9,5.9,1.25,34.4,44.0,Good,42.7,Moderate,Low,20.8,20.5,0.863,0.0,0.123,0,3,1,1,0,0,1,21.3,21.2,0.5,9.2,50.0,45.0,87.46,89.23
2010-10-31,23.0,19.0,20.5,0.8,14.5,22.5,89.84,970.0,3.4032,2010,10,31,304,Post-Monsoon,Normal,Light,Medium,0,0,0,1,21.66,22.05,1.76,2.82,88.34,86.38,41.1,78.0,38.5,9.8,1.64,27.0,45.0,Good,44.4,Moderate,Low,20.5,20.16,-0.557,0.0,0.118,0,3,1,1,0,0,1,20.8,21.9,6.0,0.0,44.0,33.0,91.27,85.35
2010-11-01,23.4,18.9,20.4,15.4,12.8,23.0,88.02,970.0,2.9698,2010,11,1,305,Post-Monsoon,Normal,Moderate,Medium,0,0,0,1,21.37,21.99,3.84,2.79,88.51,86.43,44.8,67.4,35.1,12.7,1.52,31.0,45.0,Good,44.7,Moderate,Medium,20.4,20.01,3.591,0.0,0.126,0,3,1,1,1,0,2,20.5,22.4,0.8,0.8,45.0,43.0,89.84,86.85
2010-11-02,23.5,19.2,20.6,18.9,12.0,23.1,86.89,970.0,4.1868,2010,11,2,306,Post-Monsoon,Normal,Moderate,Medium,0,0,0,1,21.13,21.93,6.0,3.33,88.63,86.43,63.0,121.0,35.4,8.9,1.74,25.9,64.0,Moderate,47.1,Moderate,Medium,20.6,20.16,3.399,0.0,0.177,1,3,1,1,1,0,2,20.4,22.3,15.4,3.8,45.0,47.0,88.02,86.05
2010-11-03,26.0,18.9,21.7,3.4,8.5,24.3,88.66,970.0,3.7766,2010,11,3,307,Post-Monsoon,Normal,Light,Medium,0,0,0,1,21.07,21.9,6.43,3.35,88.82,86.65,52.6,104.0,37.2,9.2,1.52,30.9,56.0,Moderate,49.1,Moderate,Low,21.7,21.25,0.01,0.0,0.15,1,3,1,1,0,0,1,20.6,22.1,18.9,0.4,64.0,42.0,86.89,87.35
