date,temperature_max,temperature_min,temperature_mean,rainfall,wind_speed,apparent_temp,humidity,pressure,solar,year,month,day,doy,season,temp_class,rain_class,flood_risk,season_Winter,season_Summer,season_Southwest_Monsoon,season_Post-Monsoon,temperature_mean_7d_avg,temperature_mean_30d_avg,rainfall_7d_avg,rainfall_30d_avg,humidity_7d_avg,humidity_30d_avg
2008-06-05,29.3,19.8,23.9,0.5,20.4,25.0,75.2,970.0,7.2005,2008,6,5,157,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.43,24.82,6.34,4.66,77.24,62.95
2008-06-06,27.7,19.8,22.9,3.2,22.3,23.9,79.83,970.0,5.6467,2008,6,6,158,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.24,24.74,5.57,4.71,77.97,64.14
2008-06-07,27.8,20.2,22.4,13.5,22.0,23.9,80.11,970.0,4.921,2008,6,7,159,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,23.2,24.65,5.89,5.1,77.29,65.04
2008-06-08,26.2,20.4,22.2,7.4,26.0,23.2,81.62,970.0,4.9562,2008,6,8,160,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.07,24.54,5.34,5.27,77.61,65.93
2008-06-09,24.6,20.1,21.4,9.3,23.3,22.5,78.93,970.0,4.1035,2008,6,9,161,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.86,24.41,5.19,5.53,77.88,66.88
2008-06-10,25.4,19.9,21.8,5.2,24.1,22.6,74.54,970.0,4.4338,2008,6,10,162,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.63,24.28,5.7,5.69,77.69,67.7
2008-06-11,26.0,20.1,22.7,0.4,24.6,23.2,77.03,970.0,5.0916,2008,6,11,163,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.47,24.17,5.64,5.7,78.18,68.75
2008-06-12,24.1,20.6,21.8,7.4,24.0,22.9,75.73,970.0,3.5916,2008,6,12,164,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.17,24.02,6.63,5.95,78.26,69.77
2008-06-13,26.2,19.7,22.1,1.4,25.3,22.7,73.63,970.0,3.481,2008,6,13,165,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.06,23.89,6.37,5.99,77.37,70.63
2008-06-14,25.9,20.5,22.6,0.7,27.4,22.6,74.56,970.0,4.5744,2008,6,14,166,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.09,23.76,4.54,6.01,76.58,71.46
2008-06-15,26.3,20.1,22.5,1.4,29.3,22.5,77.12,970.0,4.8312,2008,6,15,167,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.13,23.63,3.69,6.06,75.93,72.34
2008-06-16,26.9,19.9,22.9,0.0,25.7,22.9,74.52,970.0,4.6174,2008,6,16,168,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.34,23.51,2.36,6.06,75.3,73.18
2008-06-17,25.5,20.2,22.2,0.9,25.2,22.7,73.16,970.0,2.9407,2008,6,17,169,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.4,23.38,1.74,6.06,75.11,73.91
2008-06-18,27.2,19.6,22.8,0.8,24.2,23.5,75.33,970.0,4.2946,2008,6,18,170,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.41,23.27,1.8,6.05,74.86,74.6
2008-06-19,25.5,20.2,22.3,11.2,19.8,23.6,76.52,970.0,4.7981,2008,6,19,171,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.49,23.16,2.34,6.41,74.98,75.25
2008-06-20,27.5,20.1,23.0,2.0,16.9,24.6,74.29,970.0,6.3228,2008,6,20,172,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.61,23.08,2.43,6.2,75.07,75.49
2008-06-21,27.6,19.9,23.6,0.1,15.9,25.0,74.85,970.0,5.9172,2008,6,21,173,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.76,23.06,2.34,5.69,75.11,75.61
2008-06-22,27.4,20.0,22.8,2.0,16.9,24.3,73.81,970.0,4.9279,2008,6,22,174,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.8,23.02,2.43,5.35,74.64,75.77
2008-06-23,27.5,19.0,23.0,0.0,21.3,23.7,72.57,970.0,5.6549,2008,6,23,175,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.81,22.99,2.43,4.94,74.36,75.52
2008-06-24,26.8,19.6,22.9,0.0,23.6,23.0,69.11,970.0,5.436,2008,6,24,176,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.91,22.95,2.3,4.6,73.78,75.51
2008-06-25,27.7,19.6,22.6,1.3,22.0,23.1,71.67,970.0,5.1571,2008,6,25,177,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.89,22.89,2.37,4.32,73.26,75.39
2008-06-26,26.4,20.2,23.1,0.4,24.9,23.3,73.89,970.0,5.0558,2008,6,26,178,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.0,22.86,0.83,4.12,72.88,75.57
2008-06-27,27.5,19.8,22.9,2.0,22.9,23.7,74.6,970.0,4.811,2008,6,27,179,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.99,22.82,0.83,3.95,72.93,75.54
2008-06-28,26.0,20.3,22.1,5.5,24.3,22.8,73.69,970.0,4.5792,2008,6,28,180,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.77,22.75,1.6,4.02,72.76,75.73
2008-06-29,26.8,19.5,22.3,1.1,27.8,22.5,71.21,970.0,4.8197,2008,6,29,181,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.7,22.69,1.47,3.77,72.39,75.61
2008-06-30,26.7,20.4,22.8,1.2,27.4,23.1,72.2,970.0,5.5927,2008,6,30,182,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.67,22.69,1.64,3.43,72.34,75.19
2008-07-01,25.0,20.2,22.0,1.9,24.0,22.5,74.85,970.0,3.9343,2008,7,1,183,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.54,22.66,1.91,3.12,73.16,75.04
2008-07-02,26.9,19.1,22.7,0.5,27.0,22.8,75.72,970.0,5.0858,2008,7,2,184,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.56,22.65,1.8,2.79,73.74,74.99
2008-07-03,27.3,19.9,23.3,0.4,19.2,24.3,75.54,970.0,6.1476,2008,7,3,185,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.59,22.65,1.8,2.75,73.97,74.98
2008-07-04,27.0,19.5,23.3,0.0,17.4,24.2,72.54,970.0,5.9218,2008,7,4,186,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.64,22.63,1.51,2.72,73.68,74.95
2008-07-05,27.3,19.3,23.2,0.1,18.7,23.8,74.44,970.0,5.5058,2008,7,5,187,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.8,22.61,0.74,2.71,73.79,74.92
2008-07-06,26.9,19.6,22.2,5.9,20.9,23.0,77.62,970.0,4.6531,2008,7,6,188,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.79,22.58,1.43,2.8,74.7,74.85
2008-07-07,26.8,19.1,22.5,0.5,24.3,22.6,75.32,970.0,4.7306,2008,7,7,189,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.74,22.59,1.33,2.37,75.15,74.69
2008-07-08,27.0,19.7,22.7,0.5,25.9,22.7,72.94,970.0,4.8506,2008,7,8,190,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.84,22.6,1.13,2.14,74.87,74.4
2008-07-09,27.0,20.1,22.9,0.7,23.1,23.6,69.74,970.0,4.1011,2008,7,9,191,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.87,22.65,1.16,1.85,74.02,74.09
2008-07-10,27.2,20.3,23.3,0.0,22.7,23.5,75.41,970.0,4.4196,2008,7,10,192,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.87,22.7,1.1,1.68,74.0,74.12
2008-07-11,28.1,20.1,23.5,0.1,23.8,24.0,71.72,970.0,5.5858,2008,7,11,193,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.9,22.73,1.11,1.67,73.88,73.94
2008-07-12,28.0,19.1,23.2,0.0,22.3,23.8,71.16,970.0,5.1566,2008,7,12,194,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.9,22.78,1.1,1.42,73.42,73.79
2008-07-13,28.9,18.9,23.8,0.2,15.4,25.1,70.77,970.0,6.7205,2008,7,13,195,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.13,22.83,0.29,1.38,72.44,73.7
2008-07-14,28.7,19.5,23.8,5.5,10.4,26.6,77.17,970.0,5.519,2008,7,14,196,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.31,22.87,1.0,1.54,72.7,73.78
2008-07-15,28.3,20.1,23.4,6.4,11.5,26.5,81.28,970.0,5.2056,2008,7,15,197,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.41,22.9,1.84,1.71,73.89,73.92
2008-07-16,28.1,20.0,23.2,5.7,12.1,25.8,82.76,970.0,6.0058,2008,7,16,198,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.46,22.91,2.56,1.9,75.75,74.2
2008-07-17,27.6,20.1,23.1,2.3,14.1,25.1,83.21,970.0,5.3362,2008,7,17,199,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.43,22.94,2.89,1.94,76.87,74.53
2008-07-18,27.9,19.8,23.1,2.7,16.0,25.1,86.87,970.0,5.9878,2008,7,18,200,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.37,22.95,3.26,2.01,79.03,74.92
2008-07-19,27.5,19.5,22.5,10.9,16.4,24.5,85.79,970.0,5.2169,2008,7,19,201,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,23.27,22.96,4.81,2.0,81.12,75.22
2008-07-20,27.5,19.7,22.8,4.6,12.9,25.1,83.77,970.0,5.7269,2008,7,20,202,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.13,22.95,5.44,2.08,82.98,75.54
2008-07-21,27.9,19.6,22.9,4.6,10.8,25.3,87.22,970.0,4.4801,2008,7,21,203,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.0,22.93,5.31,2.23,84.41,75.95
2008-07-22,27.2,19.3,22.5,6.7,10.8,25.1,89.39,970.0,5.7014,2008,7,22,204,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.87,22.92,5.36,2.39,85.57,76.47
2008-07-23,27.7,20.0,23.0,3.4,13.5,25.8,82.19,970.0,5.5942,2008,7,23,205,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.84,22.92,5.03,2.5,85.49,76.79
2008-07-24,26.6,20.2,22.2,10.5,19.8,23.7,82.52,970.0,4.9426,2008,7,24,206,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.71,22.9,6.2,2.85,85.39,77.24
2008-07-25,25.0,19.7,21.3,6.6,23.8,21.7,85.6,970.0,3.407,2008,7,25,207,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.46,22.85,6.76,3.03,85.21,77.7
2008-07-26,25.3,19.4,21.7,2.3,27.6,21.5,81.52,970.0,4.4755,2008,7,26,208,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.34,22.81,5.53,3.09,84.6,77.96
2008-07-27,23.4,19.5,20.5,14.9,23.5,20.8,84.81,970.0,3.4843,2008,7,27,209,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.01,22.73,7.0,3.52,84.75,78.3
2008-07-28,23.6,19.1,20.4,15.5,27.4,20.2,84.35,970.0,3.9734,2008,7,28,210,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,21.66,22.67,8.56,3.86,84.34,78.65
2008-07-29,25.0,19.6,21.2,8.0,25.6,21.2,82.22,970.0,4.1297,2008,7,29,211,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,21.47,22.63,8.74,4.09,83.32,79.02
2008-07-30,25.8,20.2,22.2,3.1,27.8,22.3,83.03,970.0,4.3927,2008,7,30,212,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.36,22.61,8.7,4.15,83.44,79.38
2008-07-31,25.8,20.5,22.7,0.3,27.8,22.8,82.72,970.0,4.9562,2008,7,31,213,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.43,22.64,7.24,4.1,83.46,79.64
2008-08-01,26.9,20.1,22.4,4.3,23.4,23.3,83.37,970.0,5.2697,2008,8,1,214,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.59,22.63,6.91,4.22,83.15,79.9
2008-08-02,26.2,19.8,22.2,0.7,22.8,22.9,84.42,970.0,4.11,2008,8,2,215,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.66,22.59,6.69,4.23,83.56,80.2
2008-08-03,27.0,20.2,22.3,2.8,20.4,23.6,84.21,970.0,4.0598,2008,8,3,216,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.91,22.56,4.96,4.33,83.47,80.58
2008-08-04,25.7,19.8,22.1,0.7,24.9,22.9,84.65,970.0,4.2053,2008,8,4,217,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.16,22.52,2.84,4.35,83.52,80.92
2008-08-05,26.0,19.4,22.2,0.0,21.3,22.8,81.35,970.0,5.2994,2008,8,5,218,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.3,22.52,1.7,4.15,83.39,81.05
2008-08-06,26.3,20.1,22.4,0.7,22.0,22.9,81.62,970.0,4.5379,2008,8,6,219,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.33,22.52,1.36,4.16,83.19,81.26
2008-08-07,26.7,19.1,22.2,0.8,23.5,22.5,80.67,970.0,5.0462,2008,8,7,220,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.26,22.5,1.43,4.17,82.9,81.52
2008-08-08,23.2,19.8,20.9,7.2,24.6,21.1,84.88,970.0,3.1018,2008,8,8,221,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.04,22.43,1.84,4.38,83.11,82.02
2008-08-09,24.1,19.9,21.2,1.3,31.8,20.4,82.97,970.0,2.9064,2008,8,9,222,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.9,22.36,1.93,4.43,82.91,82.27
2008-08-10,22.2,18.8,20.2,9.8,31.1,19.8,84.71,970.0,4.0517,2008,8,10,223,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,21.6,22.25,2.93,4.75,82.98,82.71
2008-08-11,22.3,19.0,20.3,17.5,25.9,20.3,86.47,970.0,3.9624,2008,8,11,224,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,21.34,22.16,5.33,5.33,83.24,83.22
2008-08-12,26.1,19.0,21.5,16.0,23.5,22.2,82.98,970.0,4.2996,2008,8,12,225,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,21.24,22.08,7.61,5.86,83.47,83.62
2008-08-13,24.6,19.7,21.2,6.6,22.4,22.3,83.68,970.0,4.5074,2008,8,13,226,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.07,21.99,8.46,5.9,83.77,83.84
2008-08-14,25.3,19.3,20.9,6.5,19.6,22.1,87.08,970.0,3.8606,2008,8,14,227,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,20.89,21.91,9.27,5.9,84.68,84.03
2008-08-15,22.2,18.5,20.3,1.0,21.2,20.4,83.95,970.0,3.4598,2008,8,15,228,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,20.8,21.81,8.39,5.74,84.55,84.07
2008-08-16,25.1,17.9,21.4,0.7,19.1,22.4,84.29,970.0,4.2953,2008,8,16,229,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,20.83,21.76,8.3,5.69,84.74,84.11
2008-08-17,25.1,18.6,21.4,9.2,14.4,23.2,84.19,970.0,4.6128,2008,8,17,230,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,21.0,21.7,8.21,5.91,84.66,84.02
2008-08-18,25.8,18.7,21.9,1.3,13.6,23.9,87.69,970.0,4.38,2008,8,18,231,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.23,21.68,5.9,5.59,84.84,84.08
2008-08-19,24.7,19.2,21.6,0.9,12.8,23.6,84.55,970.0,4.8036,2008,8,19,232,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.24,21.64,3.74,5.46,85.06,84.11
2008-08-20,25.9,18.6,21.7,1.0,14.6,23.3,81.59,970.0,4.9159,2008,8,20,233,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.31,21.6,2.94,5.34,84.76,83.92
2008-08-21,26.1,19.1,22.0,0.5,16.9,23.3,81.66,970.0,4.985,2008,8,21,234,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.47,21.58,2.09,5.14,83.99,83.66
2008-08-22,26.3,18.2,22.0,0.3,15.8,23.2,79.68,970.0,6.1169,2008,8,22,235,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.71,21.55,1.99,5.03,83.38,83.58
2008-08-23,26.7,18.2,22.2,0.0,16.1,23.3,80.58,970.0,6.0763,2008,8,23,236,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.83,21.55,1.89,4.68,82.85,83.52
2008-08-24,26.6,18.2,22.3,0.0,12.8,23.9,79.81,970.0,6.3036,2008,8,24,237,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.96,21.58,0.57,4.46,82.22,83.32
2008-08-25,27.8,18.5,22.8,1.3,9.9,25.4,90.98,970.0,5.6599,2008,8,25,238,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.09,21.62,0.57,4.43,82.69,83.64
2008-08-26,26.7,18.9,22.1,14.4,8.4,25.2,89.24,970.0,6.4704,2008,8,26,239,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.16,21.67,2.5,4.41,83.36,83.79
2008-08-27,27.3,18.7,22.5,20.6,6.3,25.7,88.9,970.0,6.4644,2008,8,27,240,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.27,21.74,5.3,4.58,84.41,83.94
2008-08-28,26.9,19.9,22.8,3.0,7.3,25.8,84.89,970.0,6.2162,2008,8,28,241,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.39,21.8,5.66,4.42,84.87,84.03
2008-08-29,27.2,19.8,23.1,10.8,7.3,26.4,86.02,970.0,5.8296,2008,8,29,242,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.54,21.83,7.16,4.67,85.77,84.13
2008-08-30,27.5,19.4,22.7,14.1,7.2,26.1,83.39,970.0,5.7761,2008,8,30,243,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.61,21.83,9.17,5.13,86.18,84.15
2008-08-31,27.8,19.6,22.6,9.1,8.7,26.0,84.77,970.0,4.3956,2008,8,31,244,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.66,21.83,10.47,5.29,86.88,84.2
2008-09-01,26.7,19.1,22.3,4.1,11.2,25.2,85.38,970.0,5.4202,2008,9,1,245,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.59,21.84,10.87,5.41,86.08,84.23
2008-09-02,27.0,19.3,22.5,6.8,8.7,25.6,85.35,970.0,6.1006,2008,9,2,246,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.64,21.84,9.79,5.54,85.53,84.27
2008-09-03,27.0,19.8,22.7,8.2,8.4,26.0,89.7,970.0,4.765,2008,9,3,247,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.67,21.86,8.01,5.79,85.64,84.43
2008-09-04,27.6,20.1,23.0,7.9,7.4,26.3,82.33,970.0,6.9514,2008,9,4,248,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.7,21.89,8.71,6.05,85.28,84.47
2008-09-05,27.3,19.6,22.9,2.7,11.7,25.9,85.86,970.0,6.4162,2008,9,5,249,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.67,21.91,7.56,6.12,85.25,84.61
2008-09-06,26.8,19.7,23.1,1.6,10.5,25.6,88.51,970.0,6.0864,2008,9,6,250,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.73,21.94,5.77,6.15,85.99,84.87
2008-09-07,26.1,19.8,22.0,5.6,17.6,23.9,89.43,970.0,4.8115,2008,9,7,251,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.64,21.97,5.27,6.09,86.65,85.02
2008-09-08,24.0,19.1,20.8,10.4,18.1,21.9,90.83,970.0,3.9062,2008,9,8,252,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.43,21.96,6.17,6.4,87.43,85.28
2008-09-09,23.3,19.0,20.5,9.7,21.8,21.1,89.95,970.0,4.4882,2008,9,9,253,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,22.14,21.97,6.59,6.39,88.09,85.46
2008-09-10,26.3,19.4,22.0,4.9,22.7,22.7,89.25,970.0,4.097,2008,9,10,254,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.04,22.03,6.11,5.97,88.02,85.55
2008-09-11,25.9,19.1,22.2,0.0,27.5,21.8,87.43,970.0,5.3378,2008,9,11,255,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.93,22.05,4.99,5.44,88.75,85.7
2008-09-12,25.5,18.5,21.4,0.0,28.4,20.9,86.29,970.0,4.7138,2008,9,12,256,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.71,22.06,4.6,5.22,88.81,85.79
2008-09-13,26.1,19.2,22.2,0.0,25.8,22.3,87.44,970.0,5.2032,2008,9,13,257,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.59,22.1,4.37,5.0,88.66,85.8
2008-09-14,26.0,18.4,21.3,8.8,22.6,22.1,86.97,970.0,4.7611,2008,9,14,258,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,21.49,22.13,4.83,5.26,88.31,85.9
2008-09-15,26.0,18.0,21.6,0.0,23.1,21.8,86.41,970.0,6.2064,2008,9,15,259,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.6,22.14,3.34,5.24,87.68,85.97
2008-09-16,25.3,18.6,21.7,0.5,25.7,21.8,85.08,970.0,5.2752,2008,9,16,260,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.77,22.15,2.03,4.95,86.98,86.0
2008-09-17,25.6,18.7,21.9,0.1,25.2,21.7,86.21,970.0,6.1961,2008,9,17,261,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.76,22.15,1.34,4.91,86.55,85.95
2008-09-18,26.2,18.6,21.9,0.0,22.7,22.1,85.18,970.0,6.0586,2008,9,18,262,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.71,22.16,1.34,4.88,86.23,85.97
2008-09-19,25.4,17.5,21.3,1.4,19.8,22.4,86.04,970.0,5.0842,2008,9,19,263,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.7,22.15,1.54,4.89,86.19,86.12
2008-09-20,25.2,19.4,21.5,5.8,13.9,23.6,86.86,970.0,4.3831,2008,9,20,264,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.6,22.13,2.37,5.07,86.11,86.29
2008-09-21,26.4,18.6,22.3,0.0,12.6,24.0,84.61,970.0,5.971,2008,9,21,265,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.74,22.14,1.11,5.06,85.77,86.46
2008-09-22,26.8,18.4,22.2,0.0,12.6,24.0,83.25,970.0,6.6446,2008,9,22,266,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,21.83,22.14,1.11,5.06,85.32,86.55
2008-09-23,26.7,17.4,22.2,0.1,10.4,24.1,84.98,970.0,6.3499,2008,9,23,267,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.9,22.14,1.06,5.06,85.3,86.72
2008-09-24,26.4,19.0,22.3,0.7,12.6,24.3,91.35,970.0,6.2146,2008,9,24,268,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,21.96,22.12,1.14,5.04,86.04,86.73
2008-09-25,27.4,18.4,22.6,0.0,15.1,24.2,84.69,970.0,6.6036,2008,9,25,269,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.06,22.14,1.14,4.56,85.97,86.58
2008-09-26,26.4,17.9,22.0,0.0,14.2,23.3,83.24,970.0,6.8969,2008,9,26,270,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.16,22.12,0.94,3.88,85.57,86.39
2008-09-27,27.4,16.4,21.9,0.0,9.0,23.5,80.39,970.0,6.9461,2008,9,27,271,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.21,22.09,0.11,3.78,84.64,86.24
2008-09-28,27.0,17.0,21.8,0.0,9.3,22.8,76.41,970.0,6.6835,2008,9,28,272,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.14,22.05,0.11,3.42,83.47,85.92
2008-09-29,27.7,16.4,22.1,0.0,6.9,23.8,76.7,970.0,6.5239,2008,9,29,273,Southwest Monsoon,Normal,No Rain,Medium,0,0,1,0,22.13,22.03,0.11,2.95,82.54,85.7
2008-09-30,26.7,17.2,22.4,0.3,7.6,24.2,78.78,970.0,6.1306,2008,9,30,274,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,22.16,22.02,0.14,2.65,81.65,85.5
2008-10-01,26.5,18.0,22.5,0.6,7.4,24.5,74.93,970.0,5.6688,2008,10,1,275,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.19,22.03,0.13,2.54,79.31,85.15
2008-10-02,27.0,18.2,22.7,0.8,7.3,25.3,76.13,970.0,6.1891,2008,10,2,276,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.2,22.03,0.24,2.34,78.08,84.84
2008-10-03,27.4,18.7,22.7,1.3,7.1,25.7,79.6,970.0,5.3638,2008,10,3,277,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.3,22.03,0.43,2.11,77.56,84.5
2008-10-04,27.3,19.1,22.5,3.7,10.2,25.1,81.6,970.0,4.6049,2008,10,4,278,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.39,22.02,0.96,1.97,77.74,84.48
2008-10-05,27.2,19.2,22.4,6.9,8.4,25.3,84.63,970.0,4.3366,2008,10,5,279,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.47,22.0,1.94,2.11,78.91,84.44
2008-10-06,26.9,19.4,22.4,6.4,8.1,25.5,82.91,970.0,5.586,2008,10,6,280,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.51,21.98,2.86,2.27,79.8,84.25
2008-10-07,26.9,18.5,22.2,7.1,6.6,25.3,82.55,970.0,5.514,2008,10,7,281,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.49,21.98,3.83,2.32,80.34,84.02
2008-10-08,26.7,19.1,22.5,8.0,9.4,25.6,87.78,970.0,5.7706,2008,10,8,282,Post-Monsoon,Normal,Moderate,Medium,0,0,0,1,22.49,22.04,4.89,2.24,82.17,83.92
2008-10-09,27.6,19.0,22.5,8.7,8.4,25.7,84.36,970.0,5.9803,2008,10,9,283,Post-Monsoon,Normal,Moderate,Medium,0,0,0,1,22.46,22.11,6.01,2.2,83.35,83.74
2008-10-10,27.7,18.9,22.8,0.8,11.6,25.0,84.61,970.0,5.7046,2008,10,10,284,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.47,22.13,5.94,2.07,84.06,83.58
2008-10-11,27.2,19.1,22.6,2.8,12.8,24.5,83.52,970.0,5.8058,2008,10,11,285,Post-Monsoon,Normal,Light,Medium,0,0,0,1,22.49,22.15,5.81,2.16,84.34,83.45
