date,pm25,pm10,no2,so2,co,o3,aqi,aqi_class,aqi_7d_avg,year,month,season
2008-07-29,33.3,59.1,30.8,9.4,1.1,37.0,37.0,Good,42.6,2008,7,Southwest Monsoon
2008-07-30,27.1,53.2,27.2,8.6,1.19,55.7,34.0,Good,40.1,2008,7,Southwest Monsoon
2008-07-31,40.8,67.9,34.9,6.7,1.15,45.0,44.0,Good,40.7,2008,7,Southwest Monsoon
2008-08-01,45.4,75.6,32.3,5.9,1.04,33.0,46.0,Good,41.9,2008,8,Southwest Monsoon
2008-08-02,37.5,63.8,28.7,10.3,0.86,34.2,40.0,Good,41.1,2008,8,Southwest Monsoon
2008-08-03,49.2,91.1,27.6,10.9,1.04,42.4,52.0,Moderate,42.6,2008,8,Southwest Monsoon
2008-08-04,34.2,60.9,26.2,9.2,1.28,42.7,38.0,Good,41.6,2008,8,Southwest Monsoon
2008-08-05,31.7,62.3,31.3,8.9,1.32,38.5,37.0,Good,41.6,2008,8,Southwest Monsoon
2008-08-06,38.6,58.4,28.1,3.9,1.45,50.0,40.0,Good,42.4,2008,8,Southwest Monsoon
2008-08-07,38.5,71.4,30.5,9.4,1.51,36.9,42.0,Good,42.1,2008,8,Southwest Monsoon
2008-08-08,44.5,74.1,33.5,11.4,1.35,45.9,47.0,Good,42.3,2008,8,Southwest Monsoon
2008-08-09,33.7,53.5,28.0,10.3,1.44,45.2,37.0,Good,41.9,2008,8,Southwest Monsoon
2008-08-10,48.7,85.4,32.4,10.2,1.38,53.0,52.0,Moderate,41.9,2008,8,Southwest Monsoon
2008-08-11,52.9,92.7,34.7,4.9,0.97,53.0,56.0,Moderate,44.4,2008,8,Southwest Monsoon
2008-08-12,38.8,60.9,31.4,6.8,1.34,44.1,41.0,Good,45.0,2008,8,Southwest Monsoon
2008-08-13,47.8,76.6,32.6,7.9,1.25,40.7,49.0,Good,46.3,2008,8,Southwest Monsoon
2008-08-14,31.7,54.0,31.4,6.8,1.1,42.2,36.0,Good,45.4,2008,8,Southwest Monsoon
2008-08-15,46.6,79.5,29.9,5.9,1.25,43.3,48.0,Good,45.6,2008,8,Southwest Monsoon
2008-08-16,46.4,77.0,33.1,9.0,1.33,30.8,47.0,Good,47.0,2008,8,Southwest Monsoon
2008-08-17,45.1,71.1,36.2,10.2,1.19,32.4,46.0,Good,46.1,2008,8,Southwest Monsoon
2008-08-18,39.0,58.6,33.2,5.4,1.49,44.6,41.0,Good,44.0,2008,8,Southwest Monsoon
2008-08-19,18.4,36.6,29.0,10.3,1.33,46.5,26.0,Good,41.9,2008,8,Southwest Monsoon
2008-08-20,34.6,68.2,29.1,8.6,1.46,46.9,40.0,Good,40.6,2008,8,Southwest Monsoon
2008-08-21,34.7,60.5,29.3,11.4,1.56,38.2,38.0,Good,40.9,2008,8,Southwest Monsoon
2008-08-22,32.3,64.4,33.6,9.8,1.15,40.8,39.0,Good,39.6,2008,8,Southwest Monsoon
2008-08-23,40.0,73.4,27.7,8.5,1.13,36.7,43.0,Good,39.0,2008,8,Southwest Monsoon
2008-08-24,36.2,55.5,25.7,8.5,1.53,48.0,38.0,Good,37.9,2008,8,Southwest Monsoon
2008-08-25,33.3,52.0,31.7,8.2,1.05,36.8,36.0,Good,37.1,2008,8,Southwest Monsoon
2008-08-26,31.7,62.0,29.9,11.8,1.22,34.6,37.0,Good,38.7,2008,8,Southwest Monsoon
2008-08-27,34.1,61.9,35.7,9.4,1.12,37.6,39.0,Good,38.6,2008,8,Southwest Monsoon
2008-08-28,47.0,90.2,20.8,7.5,1.0,36.3,49.0,Good,40.1,2008,8,Southwest Monsoon
2008-08-29,34.5,67.2,30.6,9.3,1.37,37.7,40.0,Good,40.3,2008,8,Southwest Monsoon
2008-08-30,35.5,61.2,28.2,9.1,1.18,42.4,39.0,Good,39.7,2008,8,Southwest Monsoon
2008-08-31,35.9,54.7,33.0,7.4,1.01,38.4,38.0,Good,39.7,2008,8,Southwest Monsoon
2008-09-01,41.5,66.1,28.7,6.6,1.48,34.7,42.0,Good,40.6,2008,9,Southwest Monsoon
2008-09-02,42.3,64.8,27.5,10.6,0.91,34.2,42.0,Good,41.3,2008,9,Southwest Monsoon
2008-09-03,17.8,28.4,33.5,7.7,1.21,34.6,23.0,Good,39.0,2008,9,Southwest Monsoon
2008-09-04,46.3,78.9,34.9,7.6,1.47,27.4,47.0,Good,38.7,2008,9,Southwest Monsoon
2008-09-05,49.2,76.6,29.4,9.4,1.47,41.5,49.0,Good,40.0,2008,9,Southwest Monsoon
2008-09-06,31.7,50.3,29.5,7.2,1.35,39.9,35.0,Good,39.4,2008,9,Southwest Monsoon
2008-09-07,32.3,55.6,34.9,8.7,1.02,44.5,37.0,Good,39.3,2008,9,Southwest Monsoon
2008-09-08,35.9,60.0,34.4,7.4,1.29,38.4,39.0,Good,38.9,2008,9,Southwest Monsoon
2008-09-09,33.8,58.6,33.9,3.0,1.33,28.8,37.0,Good,38.1,2008,9,Southwest Monsoon
2008-09-10,40.7,69.7,28.2,9.0,1.13,37.0,43.0,Good,41.0,2008,9,Southwest Monsoon
2008-09-11,25.5,46.4,27.2,8.7,1.34,37.0,30.0,Good,38.6,2008,9,Southwest Monsoon
2008-09-12,31.3,61.6,36.3,8.9,0.88,39.6,38.0,Good,37.0,2008,9,Southwest Monsoon
2008-09-13,49.9,77.5,32.2,4.0,0.81,44.8,50.0,Good,39.1,2008,9,Southwest Monsoon
2008-09-14,32.6,50.5,26.8,5.5,1.08,29.5,34.0,Good,38.7,2008,9,Southwest Monsoon
2008-09-15,47.8,92.1,29.4,10.5,1.42,38.3,51.0,Moderate,40.4,2008,9,Southwest Monsoon
2008-09-16,41.6,72.9,30.1,8.3,1.46,34.5,44.0,Good,41.4,2008,9,Southwest Monsoon
2008-09-17,26.4,49.8,29.4,4.4,0.93,48.0,33.0,Good,40.0,2008,9,Southwest Monsoon
2008-09-18,43.5,70.0,28.6,8.4,1.61,39.4,44.0,Good,42.0,2008,9,Southwest Monsoon
2008-09-19,38.3,73.3,34.7,5.1,1.27,33.6,43.0,Good,42.7,2008,9,Southwest Monsoon
2008-09-20,35.9,70.5,31.9,7.1,0.86,41.5,41.0,Good,41.4,2008,9,Southwest Monsoon
2008-09-21,40.8,74.2,38.8,8.7,1.32,33.4,45.0,Good,43.0,2008,9,Southwest Monsoon
2008-09-22,42.4,65.9,34.9,8.7,1.56,37.9,44.0,Good,42.0,2008,9,Southwest Monsoon
2008-09-23,44.1,85.8,30.3,10.2,1.12,32.4,47.0,Good,42.4,2008,9,Southwest Monsoon
2008-09-24,47.3,89.8,35.5,9.1,1.49,34.5,51.0,Moderate,45.0,2008,9,Southwest Monsoon
2008-09-25,42.0,78.7,31.2,9.3,1.61,40.4,46.0,Good,45.3,2008,9,Southwest Monsoon
2008-09-26,29.5,44.7,39.5,7.4,1.26,32.1,33.0,Good,43.9,2008,9,Southwest Monsoon
2008-09-27,35.8,68.0,28.5,6.5,1.06,18.6,38.0,Good,43.4,2008,9,Southwest Monsoon
2008-09-28,59.7,93.7,31.6,8.3,1.54,29.8,57.0,Moderate,45.1,2008,9,Southwest Monsoon
2008-09-29,44.2,71.2,27.4,10.2,1.54,40.9,45.0,Good,45.3,2008,9,Southwest Monsoon
2008-09-30,55.7,99.6,28.3,9.9,0.93,41.3,57.0,Moderate,46.7,2008,9,Southwest Monsoon
2008-10-01,52.5,85.7,31.1,8.5,1.32,29.6,51.0,Moderate,46.7,2008,10,Post-Monsoon
2008-10-02,44.4,81.3,37.4,8.8,1.53,25.1,47.0,Good,46.9,2008,10,Post-Monsoon
2008-10-03,44.8,80.8,33.3,7.1,1.54,30.6,47.0,Good,48.9,2008,10,Post-Monsoon
2008-10-04,42.4,66.0,22.7,11.3,1.28,37.7,42.0,Good,49.4,2008,10,Post-Monsoon
2008-10-05,30.5,55.8,32.9,12.2,1.11,31.6,35.0,Good,46.3,2008,10,Post-Monsoon
2008-10-06,42.8,84.0,28.6,9.8,1.74,22.6,45.0,Good,46.3,2008,10,Post-Monsoon
2008-10-07,51.2,80.9,30.7,5.7,1.37,35.3,50.0,Good,45.3,2008,10,Post-Monsoon
2008-10-08,38.5,69.2,37.1,10.3,1.31,37.5,43.0,Good,44.1,2008,10,Post-Monsoon
2008-10-09,45.6,76.2,27.1,12.3,1.2,40.1,47.0,Good,44.1,2008,10,Post-Monsoon
2008-10-10,48.7,84.2,27.6,6.7,1.3,21.8,48.0,Good,44.3,2008,10,Post-Monsoon
2008-10-11,36.3,59.7,25.9,10.6,0.96,37.7,38.0,Good,43.7,2008,10,Post-Monsoon
2008-10-12,39.5,66.3,31.0,8.6,1.6,32.8,41.0,Good,44.6,2008,10,Post-Monsoon
2008-10-13,35.6,53.9,25.7,11.4,1.28,28.5,36.0,Good,43.3,2008,10,Post-Monsoon
2008-10-14,36.9,73.5,26.1,6.6,0.82,23.4,40.0,Good,41.9,2008,10,Post-Monsoon
2008-10-15,33.7,61.1,31.6,8.1,1.1,22.3,36.0,Good,40.9,2008,10,Post-Monsoon
2008-10-16,36.4,63.7,33.8,5.8,1.59,27.6,39.0,Good,39.7,2008,10,Post-Monsoon
2008-10-17,52.6,89.1,28.9,9.6,1.31,27.3,52.0,Moderate,40.3,2008,10,Post-Monsoon
2008-10-18,36.3,64.2,33.9,10.1,1.15,30.7,40.0,Good,40.6,2008,10,Post-Monsoon
2008-10-19,43.6,73.7,32.9,9.6,1.38,38.5,46.0,Good,41.3,2008,10,Post-Monsoon
2008-10-20,39.2,65.8,34.7,7.9,1.28,30.7,41.0,Good,42.0,2008,10,Post-Monsoon
2008-10-21,51.0,88.2,28.3,8.1,1.38,23.2,50.0,Good,43.4,2008,10,Post-Monsoon
2008-10-22,51.9,85.0,40.4,8.3,1.43,25.7,52.0,Moderate,45.7,2008,10,Post-Monsoon
2008-10-23,48.7,77.5,27.9,10.7,1.15,32.4,48.0,Good,47.0,2008,10,Post-Monsoon
2008-10-24,44.8,79.7,30.0,6.0,1.21,26.9,46.0,Good,46.1,2008,10,Post-Monsoon
2008-10-25,41.1,78.9,34.6,8.3,1.17,30.0,45.0,Good,46.9,2008,10,Post-Monsoon
2008-10-26,34.4,54.2,33.0,6.0,1.17,36.2,37.0,Good,45.6,2008,10,Post-Monsoon
2008-10-27,56.3,85.4,35.9,8.1,1.19,33.6,54.0,Moderate,47.4,2008,10,Post-Monsoon
2008-10-28,37.4,60.7,31.3,8.9,1.28,27.6,39.0,Good,45.9,2008,10,Post-Monsoon
2008-10-29,47.3,94.2,27.6,13.2,1.2,25.3,50.0,Good,45.6,2008,10,Post-Monsoon
2008-10-30,50.1,95.9,26.4,7.6,1.39,40.0,53.0,Moderate,46.3,2008,10,Post-Monsoon
2008-10-31,38.8,69.8,39.6,11.0,1.27,26.6,43.0,Good,45.9,2008,10,Post-Monsoon
2008-11-01,50.0,98.2,31.3,5.5,1.17,42.0,54.0,Moderate,47.1,2008,11,Post-Monsoon
2008-11-02,48.0,82.8,31.8,9.0,0.87,38.0,50.0,Good,49.0,2008,11,Post-Monsoon
2008-11-03,54.8,109.1,39.7,9.0,1.12,29.4,59.0,Moderate,49.7,2008,11,Post-Monsoon
2008-11-04,39.4,65.0,30.5,10.4,1.26,23.7,40.0,Good,49.9,2008,11,Post-Monsoon
2008-11-05,33.7,54.6,32.6,7.9,1.59,29.9,36.0,Good,47.9,2008,11,Post-Monsoon
2008-11-06,39.2,71.2,28.4,7.4,1.33,36.3,42.0,Good,46.3,2008,11,Post-Monsoon
2008-11-07,44.2,74.6,27.3,4.8,0.97,27.7,44.0,Good,46.4,2008,11,Post-Monsoon
2008-11-08,43.1,78.2,40.1,9.6,1.37,23.0,46.0,Good,45.3,2008,11,Post-Monsoon
2008-11-09,39.9,66.0,40.1,7.7,1.24,26.7,42.0,Good,44.1,2008,11,Post-Monsoon
2008-11-10,29.3,53.1,36.6,11.0,1.49,31.4,34.0,Good,40.6,2008,11,Post-Monsoon
2008-11-11,46.0,75.3,36.5,10.0,0.98,31.8,47.0,Good,41.6,2008,11,Post-Monsoon
2008-11-12,56.5,86.2,35.5,11.3,1.65,29.8,54.0,Moderate,44.1,2008,11,Post-Monsoon
2008-11-13,45.9,89.9,29.5,7.2,1.46,27.0,48.0,Good,45.0,2008,11,Post-Monsoon
2008-11-14,47.0,91.2,33.7,9.4,1.3,28.7,50.0,Good,45.9,2008,11,Post-Monsoon
2008-11-15,46.7,92.7,30.5,9.3,0.96,26.9,50.0,Good,46.4,2008,11,Post-Monsoon
2008-11-16,45.5,84.5,22.1,8.0,0.98,29.9,46.0,Good,47.0,2008,11,Post-Monsoon
2008-11-17,49.2,90.6,37.0,11.4,1.52,30.5,52.0,Moderate,49.6,2008,11,Post-Monsoon
2008-11-18,45.5,80.9,34.7,10.5,1.55,27.9,47.0,Good,49.6,2008,11,Post-Monsoon
2008-11-19,40.5,63.3,27.2,13.0,1.61,24.9,40.0,Good,47.6,2008,11,Post-Monsoon
2008-11-20,37.1,59.2,31.1,10.3,1.77,35.4,39.0,Good,46.3,2008,11,Post-Monsoon
2008-11-21,41.0,67.4,36.7,12.7,1.54,30.6,43.0,Good,45.3,2008,11,Post-Monsoon
2008-11-22,44.9,87.3,33.0,12.6,1.45,32.6,49.0,Good,45.1,2008,11,Post-Monsoon
2008-11-23,40.5,64.2,25.7,8.0,1.95,25.3,40.0,Good,44.3,2008,11,Post-Monsoon
2008-11-24,44.9,88.1,27.6,6.0,1.21,28.6,47.0,Good,43.6,2008,11,Post-Monsoon
2008-11-25,45.8,80.6,39.9,12.3,1.32,25.2,48.0,Good,43.7,2008,11,Post-Monsoon
2008-11-26,48.5,90.2,32.8,10.3,0.96,36.1,51.0,Moderate,45.3,2008,11,Post-Monsoon
2008-11-27,51.7,80.4,36.7,10.0,1.51,23.6,50.0,Good,46.9,2008,11,Post-Monsoon
2008-11-28,43.2,70.7,39.9,8.1,1.3,24.0,45.0,Good,47.1,2008,11,Post-Monsoon
2008-11-29,33.5,66.4,30.7,9.7,1.19,29.3,38.0,Good,45.6,2008,11,Post-Monsoon
2008-11-30,40.3,65.8,33.9,11.0,1.2,23.2,41.0,Good,45.7,2008,11,Post-Monsoon
2008-12-01,47.8,78.8,28.2,11.3,1.29,36.1,48.0,Good,45.9,2008,12,Winter
2008-12-02,34.6,55.4,33.7,8.7,1.45,22.0,36.0,Good,44.1,2008,12,Winter
2008-12-03,57.2,89.5,38.4,13.0,1.13,27.8,56.0,Moderate,44.9,2008,12,Winter
2008-12-04,48.5,78.4,35.3,10.2,1.15,27.0,48.0,Good,44.6,2008,12,Winter
2008-12-05,50.2,91.4,37.9,11.3,1.21,30.6,53.0,Moderate,45.7,2008,12,Winter
2008-12-06,57.1,98.6,39.8,11.6,1.33,25.1,57.0,Moderate,48.4,2008,12,Winter
2008-12-07,43.1,76.6,38.3,14.2,1.37,30.4,46.0,Good,49.1,2008,12,Winter
2008-12-08,51.5,80.4,37.4,10.8,0.98,24.8,50.0,Good,49.4,2008,12,Winter
2008-12-09,46.7,88.8,36.9,9.8,1.36,24.1,50.0,Good,51.4,2008,12,Winter
2008-12-10,46.2,87.4,33.8,13.8,1.28,28.0,49.0,Good,50.4,2008,12,Winter
2008-12-11,42.1,63.6,32.4,12.2,1.69,28.7,42.0,Good,49.6,2008,12,Winter
2008-12-12,59.2,100.1,41.5,10.6,1.27,27.8,59.0,Moderate,50.4,2008,12,Winter
2008-12-13,44.9,68.9,39.3,10.4,1.74,27.3,45.0,Good,48.7,2008,12,Winter
2008-12-14,52.4,99.3,32.9,6.0,1.93,36.1,55.0,Moderate,50.0,2008,12,Winter
2008-12-15,34.4,64.2,36.4,9.8,1.78,30.9,39.0,Good,48.4,2008,12,Winter
2008-12-16,55.8,108.8,30.5,7.1,1.24,30.6,58.0,Moderate,49.6,2008,12,Winter
2008-12-17,54.9,88.8,34.2,4.6,1.62,34.8,54.0,Moderate,50.3,2008,12,Winter
2008-12-18,48.2,83.3,38.2,8.8,1.25,22.7,49.0,Good,51.3,2008,12,Winter
2008-12-19,45.9,73.1,37.1,7.2,1.28,39.9,48.0,Good,49.7,2008,12,Winter
2008-12-20,50.3,84.8,36.6,9.2,1.3,21.2,50.0,Good,50.4,2008,12,Winter
2008-12-21,63.5,111.9,32.6,10.6,1.52,35.8,63.0,Moderate,51.6,2008,12,Winter
2008-12-22,35.2,53.7,31.8,11.0,1.27,21.3,36.0,Good,51.1,2008,12,Winter
2008-12-23,53.0,98.4,39.9,9.7,1.5,29.5,56.0,Moderate,50.9,2008,12,Winter
2008-12-24,41.1,72.8,42.9,7.4,1.81,26.7,45.0,Good,49.6,2008,12,Winter
2008-12-25,47.4,90.7,38.3,9.7,1.21,37.5,52.0,Moderate,50.0,2008,12,Winter
2008-12-26,45.8,74.9,35.4,7.8,1.09,33.8,47.0,Good,49.9,2008,12,Winter
2008-12-27,44.5,86.9,41.0,12.8,1.33,28.6,49.0,Good,49.7,2008,12,Winter
2008-12-28,47.4,94.8,32.7,9.7,1.85,32.8,51.0,Moderate,48.0,2008,12,Winter
2008-12-29,39.6,77.5,40.3,7.7,1.66,31.6,45.0,Good,49.3,2008,12,Winter
2008-12-30,54.7,103.3,33.7,7.8,1.28,33.8,57.0,Moderate,49.4,2008,12,Winter
2008-12-31,34.9,66.6,33.9,10.0,1.23,29.4,39.0,Good,48.6,2008,12,Winter
2009-01-01,52.2,93.2,35.3,10.2,1.57,26.9,53.0,Moderate,48.7,2009,1,Winter
2009-01-02,46.1,73.6,36.2,9.7,1.51,19.6,46.0,Good,48.6,2009,1,Winter
2009-01-03,40.2,73.9,40.3,12.1,1.65,28.8,44.0,Good,47.9,2009,1,Winter
2009-01-04,49.8,92.5,31.4,8.2,1.2,31.3,52.0,Moderate,48.0,2009,1,Winter
2009-01-05,37.5,74.7,34.2,12.1,1.47,25.7,42.0,Good,47.6,2009,1,Winter
2009-01-06,48.7,86.2,37.4,9.9,1.71,30.4,51.0,Moderate,46.7,2009,1,Winter
2009-01-07,38.4,62.9,38.8,11.8,1.77,36.5,42.0,Good,47.1,2009,1,Winter
2009-01-08,51.6,95.1,29.8,8.8,1.18,31.4,53.0,Moderate,47.1,2009,1,Winter
2009-01-09,41.9,83.4,33.4,11.7,1.47,27.4,46.0,Good,47.1,2009,1,Winter
2009-01-10,45.2,71.9,29.6,8.5,1.42,35.8,45.0,Good,47.3,2009,1,Winter
2009-01-11,50.5,83.9,33.8,13.4,1.28,32.4,51.0,Moderate,47.1,2009,1,Winter
2009-01-12,43.0,76.1,34.9,9.9,1.31,32.3,46.0,Good,47.7,2009,1,Winter
2009-01-13,48.0,76.1,38.6,9.2,1.63,29.3,48.0,Good,47.3,2009,1,Winter
2009-01-14,37.8,57.1,27.4,7.8,1.3,25.3,37.0,Good,46.6,2009,1,Winter
2009-01-15,52.8,88.1,39.2,10.4,1.46,32.9,54.0,Moderate,46.7,2009,1,Winter
2009-01-16,60.8,117.4,34.6,9.8,1.61,33.7,63.0,Moderate,49.1,2009,1,Winter
2009-01-17,67.9,103.4,35.2,7.4,1.93,28.3,63.0,Moderate,51.7,2009,1,Winter
2009-01-18,49.0,84.1,40.5,8.6,1.56,32.8,51.0,Moderate,51.7,2009,1,Winter
2009-01-19,53.9,101.4,42.0,6.2,1.67,36.8,58.0,Moderate,53.4,2009,1,Winter
2009-01-20,35.9,71.0,34.0,7.8,1.56,27.2,40.0,Good,52.3,2009,1,Winter
2009-01-21,58.9,117.4,34.0,9.9,1.44,34.5,62.0,Moderate,55.9,2009,1,Winter
2009-01-22,53.8,92.1,35.2,10.8,1.43,32.0,54.0,Moderate,55.9,2009,1,Winter
2009-01-23,45.0,88.9,33.9,9.5,1.46,37.4,50.0,Good,54.0,2009,1,Winter
2009-01-24,57.1,86.6,30.9,11.0,0.96,38.2,55.0,Moderate,52.9,2009,1,Winter
2009-01-25,46.6,87.3,36.5,8.2,1.41,33.2,50.0,Good,52.7,2009,1,Winter
2009-01-26,45.2,82.3,34.0,11.0,1.6,33.0,48.0,Good,51.3,2009,1,Winter
2009-01-27,51.7,84.0,37.0,9.9,1.31,32.0,52.0,Moderate,53.0,2009,1,Winter
2009-01-28,41.0,71.8,43.4,9.7,1.85,28.0,45.0,Good,50.6,2009,1,Winter
2009-01-29,55.6,86.9,36.2,10.1,1.52,35.4,55.0,Moderate,50.7,2009,1,Winter
2009-01-30,41.0,79.4,33.6,8.9,1.46,33.9,45.0,Good,50.0,2009,1,Winter
2009-01-31,41.0,68.9,35.5,7.0,1.7,29.9,43.0,Good,48.3,2009,1,Winter
2009-02-01,42.0,76.2,37.1,8.0,1.63,24.0,45.0,Good,47.6,2009,2,Winter
2009-02-02,53.7,84.8,35.9,7.3,1.77,36.7,53.0,Moderate,48.3,2009,2,Winter
2009-02-03,44.1,70.7,34.3,9.6,1.82,32.3,45.0,Good,47.3,2009,2,Winter
2009-02-04,39.0,77.8,30.0,11.5,1.86,37.7,44.0,Good,47.1,2009,2,Winter
2009-02-05,44.2,82.9,39.1,13.1,1.6,27.6,48.0,Good,46.1,2009,2,Winter
2009-02-06,48.2,95.4,33.0,9.2,1.23,34.9,52.0,Moderate,47.1,2009,2,Winter
2009-02-07,40.1,66.1,42.4,9.8,1.43,34.5,44.0,Good,47.3,2009,2,Winter
2009-02-08,40.3,63.8,35.1,13.9,1.9,33.8,42.0,Good,46.9,2009,2,Winter
2009-02-09,63.2,110.7,34.5,9.3,1.55,42.9,64.0,Moderate,48.4,2009,2,Winter
2009-02-10,42.4,74.0,34.7,8.8,1.38,35.9,45.0,Good,48.4,2009,2,Winter
2009-02-11,46.1,73.2,37.2,9.8,1.35,26.6,46.0,Good,48.7,2009,2,Winter
2009-02-12,45.8,85.5,33.1,9.3,1.22,33.4,49.0,Good,48.9,2009,2,Winter
2009-02-13,45.5,76.4,33.9,8.7,1.72,27.5,46.0,Good,48.0,2009,2,Winter
2009-02-14,52.7,84.0,39.1,7.3,1.38,42.8,54.0,Moderate,49.4,2009,2,Winter
2009-02-15,55.0,91.7,32.5,13.3,1.24,37.1,55.0,Moderate,51.3,2009,2,Winter
2009-02-16,46.3,82.4,38.8,11.2,1.27,35.2,50.0,Good,49.3,2009,2,Winter
2009-02-17,39.7,74.1,39.9,13.3,0.84,29.1,44.0,Good,49.1,2009,2,Winter
2009-02-18,57.3,99.8,39.3,12.0,1.67,37.2,59.0,Moderate,51.0,2009,2,Winter
2009-02-19,47.7,84.1,37.5,10.1,1.43,41.7,51.0,Moderate,51.3,2009,2,Winter
2009-02-20,60.5,95.0,29.4,6.8,1.18,39.6,58.0,Moderate,53.0,2009,2,Winter
2009-02-21,32.7,64.0,31.8,8.3,1.84,39.5,38.0,Good,50.7,2009,2,Winter
2009-02-22,49.8,97.8,31.2,9.4,1.5,44.1,54.0,Moderate,50.6,2009,2,Winter
2009-02-23,61.8,113.9,35.1,8.2,0.93,44.7,64.0,Moderate,52.6,2009,2,Winter
2009-02-24,45.9,69.3,36.7,6.5,1.67,37.8,46.0,Good,52.9,2009,2,Winter
2009-02-25,46.8,82.8,31.8,8.3,1.24,40.3,49.0,Good,51.4,2009,2,Winter
2009-02-26,50.5,91.6,35.9,9.7,1.64,46.1,54.0,Moderate,51.9,2009,2,Winter
2009-02-27,44.5,88.9,39.3,13.3,1.62,32.7,50.0,Good,50.7,2009,2,Winter
2009-02-28,46.2,92.3,32.6,8.8,1.52,40.2,51.0,Moderate,52.6,2009,2,Winter
2009-03-01,41.2,79.5,29.7,10.4,1.04,32.9,45.0,Good,51.3,2009,3,Summer
2009-03-02,39.2,60.1,37.7,7.1,1.04,36.3,41.0,Good,48.0,2009,3,Summer
2009-03-03,52.2,103.2,29.3,8.7,1.34,45.0,56.0,Moderate,49.4,2009,3,Summer
2009-03-04,46.8,84.6,34.4,9.0,1.11,34.2,49.0,Good,49.4,2009,3,Summer
2009-03-05,45.4,86.2,38.0,12.3,1.65,44.1,51.0,Moderate,49.0,2009,3,Summer
2009-03-06,49.3,83.9,28.3,3.8,1.32,35.7,49.0,Good,48.9,2009,3,Summer
2009-03-07,41.7,69.3,28.6,7.5,1.1,44.4,44.0,Good,47.9,2009,3,Summer
2009-03-08,38.2,66.1,32.1,9.6,1.6,46.4,42.0,Good,47.4,2009,3,Summer
2009-03-09,39.4,62.0,33.3,9.9,0.87,34.7,41.0,Good,47.4,2009,3,Summer
2009-03-10,43.6,73.2,30.4,6.7,1.32,42.6,46.0,Good,46.0,2009,3,Summer
2009-03-11,36.2,69.8,40.9,9.0,1.49,45.1,43.0,Good,45.1,2009,3,Summer
2009-03-12,40.1,60.9,35.2,9.1,1.09,37.5,42.0,Good,43.9,2009,3,Summer
2009-03-13,40.0,63.0,29.8,12.0,1.24,42.7,42.0,Good,42.9,2009,3,Summer
2009-03-14,58.5,91.4,27.5,9.5,1.18,34.0,56.0,Moderate,44.6,2009,3,Summer
2009-03-15,24.2,41.1,32.7,8.8,1.07,51.1,31.0,Good,43.0,2009,3,Summer
2009-03-16,42.3,84.6,34.8,7.7,1.37,36.6,47.0,Good,43.9,2009,3,Summer
2009-03-17,55.7,88.3,40.4,10.3,1.56,39.0,56.0,Moderate,45.3,2009,3,Summer
2009-03-18,44.5,69.9,33.3,8.6,1.85,39.9,46.0,Good,45.7,2009,3,Summer
2009-03-19,48.9,95.7,32.0,8.0,1.54,41.2,53.0,Moderate,47.3,2009,3,Summer
2009-03-20,44.3,86.0,29.1,7.1,1.28,43.1,48.0,Good,48.1,2009,3,Summer
2009-03-21,38.9,59.0,34.5,8.5,1.63,43.2,41.0,Good,46.0,2009,3,Summer
2009-03-22,27.9,52.3,37.1,10.5,1.07,35.6,34.0,Good,46.4,2009,3,Summer
2009-03-23,45.0,82.3,25.9,8.1,1.22,35.1,47.0,Good,46.4,2009,3,Summer
2009-03-24,38.2,71.9,33.3,9.2,1.59,50.0,44.0,Good,44.7,2009,3,Summer
2009-03-25,38.0,66.4,28.9,8.0,1.19,47.4,42.0,Good,44.1,2009,3,Summer
2009-03-26,40.1,80.0,27.6,9.4,1.36,35.2,44.0,Good,42.9,2009,3,Summer
2009-03-27,55.8,84.9,39.8,9.3,1.17,43.9,56.0,Moderate,44.0,2009,3,Summer
2009-03-28,60.4,97.7,36.5,7.5,1.3,46.1,60.0,Moderate,46.7,2009,3,Summer
2009-03-29,45.1,76.6,30.6,10.8,1.33,52.5,48.0,Good,48.7,2009,3,Summer
2009-03-30,40.3,69.6,32.4,6.2,1.47,39.9,43.0,Good,48.1,2009,3,Summer
2009-03-31,35.4,69.3,31.7,11.4,1.39,47.6,42.0,Good,47.9,2009,3,Summer
2009-04-01,46.9,83.4,28.5,9.8,1.53,46.2,50.0,Good,49.0,2009,4,Summer
2009-04-02,56.1,85.4,30.8,10.3,1.45,39.3,54.0,Moderate,50.4,2009,4,Summer
2009-04-03,41.9,71.3,36.1,5.8,1.3,41.1,45.0,Good,48.9,2009,4,Summer
2009-04-04,26.9,46.0,30.7,9.0,1.2,39.2,32.0,Good,44.9,2009,4,Summer
2009-04-05,48.3,95.7,34.9,12.2,1.12,44.9,54.0,Moderate,45.7,2009,4,Summer
2009-04-06,50.5,90.9,30.8,8.8,0.67,35.5,52.0,Moderate,47.0,2009,4,Summer
2009-04-07,32.5,59.1,28.3,9.4,1.32,42.3,37.0,Good,46.3,2009,4,Summer
2009-04-08,44.8,83.2,37.8,6.8,1.06,41.7,49.0,Good,46.1,2009,4,Summer
2009-04-09,46.8,88.1,24.5,6.2,1.13,33.4,48.0,Good,45.3,2009,4,Summer
2009-04-10,43.1,78.3,40.1,9.6,1.27,45.3,48.0,Good,45.7,2009,4,Summer
2009-04-11,38.1,61.6,37.0,7.7,1.22,47.2,42.0,Good,47.1,2009,4,Summer
