date,temperature_max,temperature_min,temperature_mean,rainfall,wind_speed,apparent_temp,humidity,pressure,solar,year,month,day,doy,season
2010-03-08,34.7,22.6,28.2,0.0,16.2,28.7,40.62,970.0,6.5645,2010,3,8,67,Summer
2010-03-09,34.5,19.2,26.7,0.0,16.1,25.9,37.61,970.0,7.3104,2010,3,9,68,Summer
2010-03-10,33.1,18.6,25.9,0.0,16.9,24.9,43.84,970.0,7.1664,2010,3,10,69,Summer
2010-03-11,33.0,19.1,26.0,0.0,21.7,25.2,46.81,970.0,6.8378,2010,3,11,70,Summer
2010-03-12,32.8,18.4,25.2,0.0,17.6,24.8,47.92,970.0,7.2605,2010,3,12,71,Summer
2010-03-13,33.2,17.6,25.5,0.0,14.8,24.6,40.14,970.0,5.67,2010,3,13,72,Summer
2010-03-14,33.8,18.4,26.5,0.0,9.7,26.3,40.64,970.0,6.2798,2010,3,14,73,Summer
2010-03-15,34.8,19.9,27.6,0.0,13.6,27.5,36.77,970.0,6.4421,2010,3,15,74,Summer
2010-03-16,32.9,22.2,27.4,0.0,13.9,27.3,35.29,970.0,6.0773,2010,3,16,75,Summer
2010-03-17,33.6,20.0,26.7,0.0,18.6,25.8,36.07,970.0,6.7598,2010,3,17,76,Summer
2010-03-18,32.5,18.6,25.5,0.0,19.6,23.8,38.43,970.0,7.0848,2010,3,18,77,Summer
2010-03-19,33.0,17.0,25.4,0.0,13.0,24.3,38.4,970.0,7.0339,2010,3,19,78,Summer
2010-03-20,34.1,17.7,26.4,0.0,13.8,24.8,35.41,970.0,6.911,2010,3,20,79,Summer
2010-03-21,34.6,19.1,27.1,0.0,15.5,25.0,27.33,970.0,7.098,2010,3,21,80,Summer
2010-03-22,34.6,18.2,26.7,0.0,12.3,24.8,23.77,970.0,7.169,2010,3,22,81,Summer
2010-03-23,34.8,18.3,26.9,0.0,12.2,25.1,28.62,970.0,7.1582,2010,3,23,82,Summer
2010-03-24,34.9,18.2,26.9,0.0,12.7,25.4,32.71,970.0,7.1424,2010,3,24,83,Summer
2010-03-25,35.1,18.0,26.9,0.0,15.5,26.1,33.92,970.0,7.0529,2010,3,25,84,Summer
2010-03-26,34.7,19.4,27.1,0.0,14.8,27.0,42.22,970.0,6.7202,2010,3,26,85,Summer
2010-03-27,34.0,21.4,27.7,0.0,11.2,28.8,48.45,970.0,5.9086,2010,3,27,86,Summer
2010-03-28,34.2,21.7,28.0,0.0,14.6,28.8,48.11,970.0,6.163,2010,3,28,87,Summer
2010-03-29,34.1,22.3,28.2,0.0,10.4,29.7,42.54,970.0,6.353,2010,3,29,88,Summer
2010-03-30,33.0,22.1,27.3,0.9,10.3,29.6,40.1,970.0,6.3204,2010,3,30,89,Summer
2010-03-31,30.2,22.6,26.4,0.4,12.3,28.0,53.28,970.0,4.3046,2010,3,31,90,Summer
2010-04-01,34.2,20.9,27.8,0.0,11.3,27.9,36.18,970.0,7.0848,2010,4,1,91,Summer
2010-04-02,34.9,20.1,28.4,0.0,7.6,28.5,28.29,970.0,6.7783,2010,4,2,92,Summer
2010-04-03,34.1,23.6,29.0,0.0,13.0,29.4,40.05,970.0,6.5806,2010,4,3,93,Summer
2010-04-04,34.6,22.1,28.4,0.0,14.5,28.5,38.69,970.0,6.6562,2010,4,4,94,Summer
2010-04-05,35.1,20.5,28.1,0.0,13.7,28.1,39.05,970.0,7.301,2010,4,5,95,Summer
2010-04-06,35.7,21.8,28.6,0.0,16.6,28.7,48.98,970.0,6.9773,2010,4,6,96,Summer
2010-04-07,35.6,21.3,28.4,0.0,19.5,28.2,37.64,970.0,7.2742,2010,4,7,97,Summer
2010-04-08,33.5,20.9,27.4,0.2,17.1,28.1,41.44,970.0,5.3431,2010,4,8,98,Summer
2010-04-09,35.4,21.6,28.6,0.0,9.0,30.1,35.53,970.0,7.4038,2010,4,9,99,Summer
2010-04-10,36.1,22.3,29.4,0.0,11.0,29.8,33.59,970.0,7.0306,2010,4,10,100,Summer
2010-04-11,36.8,23.3,30.3,0.0,13.0,30.5,30.44,970.0,6.9482,2010,4,11,101,Summer
2010-04-12,35.0,23.7,29.0,0.0,13.7,30.4,49.79,970.0,6.137,2010,4,12,102,Summer
2010-04-13,35.7,22.7,28.2,1.1,8.7,30.6,65.02,970.0,6.4999,2010,4,13,103,Summer
2010-04-14,33.9,22.5,27.2,2.3,9.5,29.9,66.91,970.0,6.1073,2010,4,14,104,Summer
2010-04-15,35.9,21.9,28.6,0.1,16.3,30.4,62.76,970.0,6.4502,2010,4,15,105,Summer
2010-04-16,34.8,22.7,28.3,0.0,10.9,30.1,54.77,970.0,7.0289,2010,4,16,106,Summer
2010-04-17,34.7,21.8,28.2,0.0,11.6,30.1,56.36,970.0,6.8174,2010,4,17,107,Summer
2010-04-18,34.2,22.9,27.5,1.0,13.3,29.9,68.89,970.0,6.0756,2010,4,18,108,Summer
2010-04-19,32.3,22.3,25.5,12.5,11.9,28.6,73.74,970.0,6.5114,2010,4,19,109,Summer
2010-04-20,32.6,21.6,25.8,2.8,10.5,29.0,68.14,970.0,6.5374,2010,4,20,110,Summer
2010-04-21,32.8,22.0,25.9,4.5,11.0,29.1,72.31,970.0,6.6562,2010,4,21,111,Summer
2010-04-22,33.3,21.1,25.7,6.7,9.5,29.5,60.91,970.0,6.7867,2010,4,22,112,Summer
2010-04-23,33.6,21.2,27.2,0.2,9.5,30.1,58.0,970.0,7.0879,2010,4,23,113,Summer
2010-04-24,31.3,21.5,25.9,4.4,11.9,29.4,63.5,970.0,5.9801,2010,4,24,114,Summer
2010-04-25,33.2,20.9,27.0,0.0,11.6,29.5,63.33,970.0,6.9473,2010,4,25,115,Summer
2010-04-26,32.6,21.5,26.5,4.4,7.7,30.0,55.44,970.0,6.7157,2010,4,26,116,Summer
2010-04-27,33.1,21.7,26.6,2.5,10.0,30.0,62.4,970.0,6.8609,2010,4,27,117,Summer
2010-04-28,33.3,21.5,26.8,1.3,8.2,30.3,61.47,970.0,6.5508,2010,4,28,118,Summer
2010-04-29,33.7,21.8,27.6,0.0,10.9,30.2,64.71,970.0,6.745,2010,4,29,119,Summer
2010-04-30,31.5,21.8,25.6,6.6,14.3,28.1,71.99,970.0,5.5908,2010,4,30,120,Summer
2010-05-01,31.2,21.6,25.7,0.5,14.8,27.9,65.62,970.0,6.7675,2010,5,1,121,Summer
2010-05-02,32.0,21.4,25.5,4.2,6.5,29.1,63.38,970.0,6.521,2010,5,2,122,Summer
2010-05-03,31.9,21.1,26.0,0.8,9.9,28.7,66.7,970.0,6.9715,2010,5,3,123,Summer
2010-05-04,31.8,21.8,26.2,0.4,11.0,29.0,68.22,970.0,6.6948,2010,5,4,124,Summer
2010-05-05,31.6,21.5,26.1,1.2,10.5,29.1,61.33,970.0,6.786,2010,5,5,125,Summer
2010-05-06,33.7,21.8,27.7,0.0,10.6,30.4,61.54,970.0,7.2048,2010,5,6,126,Summer
2010-05-07,32.4,22.8,27.9,1.1,9.9,30.6,58.19,970.0,6.7226,2010,5,7,127,Summer
2010-05-08,33.0,22.4,26.2,32.7,12.1,29.8,58.4,970.0,6.4315,2010,5,8,128,Summer
2010-05-09,32.0,21.2,26.5,0.2,6.9,30.0,61.77,970.0,6.4272,2010,5,9,129,Summer
2010-05-10,32.5,21.8,27.1,0.2,7.4,30.0,62.64,970.0,6.5172,2010,5,10,130,Summer
2010-05-11,32.9,22.3,27.6,0.0,8.4,30.7,63.77,970.0,6.6955,2010,5,11,131,Summer
2010-05-12,32.7,22.4,27.7,0.0,11.3,30.8,63.05,970.0,6.726,2010,5,12,132,Summer
2010-05-13,32.2,22.9,27.6,0.5,13.7,30.9,57.18,970.0,6.7282,2010,5,13,133,Summer
2010-05-14,32.1,22.6,26.6,4.3,10.6,30.5,64.38,970.0,6.5107,2010,5,14,134,Summer
2010-05-15,32.9,22.0,27.0,3.6,9.3,30.7,62.18,970.0,6.3775,2010,5,15,135,Summer
2010-05-16,32.3,21.9,26.0,12.9,9.7,30.1,66.7,970.0,5.8267,2010,5,16,136,Summer
2010-05-17,32.1,21.7,25.8,7.4,14.9,29.1,71.05,970.0,6.7147,2010,5,17,137,Summer
2010-05-18,31.9,21.5,25.5,24.2,15.2,28.9,73.94,970.0,5.7295,2010,5,18,138,Summer
2010-05-19,26.1,21.3,23.1,9.2,20.6,25.3,86.19,970.0,2.0153,2010,5,19,139,Summer
2010-05-20,26.3,21.0,23.0,12.6,29.3,24.7,80.85,970.0,3.3182,2010,5,20,140,Summer
2010-05-21,27.7,21.7,24.0,2.9,20.9,25.8,76.1,970.0,3.1894,2010,5,21,141,Summer
2010-05-22,30.7,20.2,24.8,0.2,18.1,26.9,73.99,970.0,6.4445,2010,5,22,142,Summer
2010-05-23,29.7,20.8,24.7,4.3,15.6,27.3,78.2,970.0,6.8587,2010,5,23,143,Summer
2010-05-24,31.4,21.6,25.4,3.4,18.2,28.1,73.01,970.0,6.9624,2010,5,24,144,Summer
2010-05-25,31.5,21.1,25.8,0.0,21.3,27.9,72.37,970.0,6.8722,2010,5,25,145,Summer
2010-05-26,31.1,21.7,25.7,0.2,21.3,27.2,77.8,970.0,6.6463,2010,5,26,146,Summer
2010-05-27,31.7,20.7,25.9,0.0,19.5,27.6,63.88,970.0,7.4105,2010,5,27,147,Summer
2010-05-28,31.9,20.9,26.1,0.0,17.1,28.1,65.25,970.0,7.3774,2010,5,28,148,Summer
2010-05-29,31.7,21.2,26.2,0.0,14.7,28.4,69.71,970.0,7.0526,2010,5,29,149,Summer
2010-05-30,30.7,21.4,25.3,5.8,16.4,28.0,74.64,970.0,6.569,2010,5,30,150,Summer
2010-05-31,29.8,21.3,24.3,3.6,20.9,26.3,76.08,970.0,6.8676,2010,5,31,151,Summer
2010-06-01,31.7,20.6,25.4,1.7,14.1,27.7,69.83,970.0,7.0704,2010,6,1,152,Southwest Monsoon
2010-06-02,31.6,21.6,25.6,9.7,19.1,28.1,70.46,970.0,6.9598,2010,6,2,153,Southwest Monsoon
2010-06-03,30.9,21.7,25.3,10.6,15.8,28.9,73.09,970.0,6.9067,2010,6,3,154,Southwest Monsoon
2010-06-04,30.7,21.9,25.4,10.3,15.2,28.7,76.3,970.0,6.4354,2010,6,4,155,Southwest Monsoon
2010-06-05,29.0,21.8,24.7,3.7,17.6,26.7,75.53,970.0,5.5426,2010,6,5,156,Southwest Monsoon
2010-06-06,29.7,20.9,24.7,0.4,21.6,25.9,82.59,970.0,4.9481,2010,6,6,157,Southwest Monsoon
2010-06-07,28.2,21.2,23.6,12.3,19.3,25.2,78.63,970.0,4.5718,2010,6,7,158,Southwest Monsoon
2010-06-08,28.3,20.5,23.7,4.8,20.1,25.4,76.55,970.0,5.7926,2010,6,8,159,Southwest Monsoon
2010-06-09,26.7,20.7,23.6,1.7,18.1,26.0,80.53,970.0,4.9944,2010,6,9,160,Southwest Monsoon
2010-06-10,27.8,20.8,23.5,5.2,15.2,26.1,80.81,970.0,4.1066,2010,6,10,161,Southwest Monsoon
2010-06-11,24.5,20.1,22.2,5.4,19.9,23.5,75.37,970.0,4.1947,2010,6,11,162,Southwest Monsoon
2010-06-12,27.3,20.3,22.5,13.4,24.2,23.8,83.71,970.0,4.2636,2010,6,12,163,Southwest Monsoon
2010-06-13,25.7,20.2,22.4,4.6,26.9,23.4,80.58,970.0,4.2322,2010,6,13,164,Southwest Monsoon
2010-06-14,24.1,20.6,21.7,7.2,23.4,22.7,77.85,970.0,4.0642,2010,6,14,165,Southwest Monsoon
2010-06-15,25.3,20.5,22.4,2.0,26.5,23.2,77.76,970.0,4.2624,2010,6,15,166,Southwest Monsoon
2010-06-16,27.6,20.7,23.2,2.9,20.2,24.9,79.85,970.0,5.6885,2010,6,16,167,Southwest Monsoon
2010-06-17,27.5,21.1,23.1,4.6,21.0,24.8,77.6,970.0,4.0764,2010,6,17,168,Southwest Monsoon
2010-06-18,27.5,20.8,23.3,3.4,20.8,24.8,77.52,970.0,4.2542,2010,6,18,169,Southwest Monsoon
2010-06-19,27.5,20.4,23.1,3.5,20.3,24.8,75.74,970.0,5.615,2010,6,19,170,Southwest Monsoon
2010-06-20,27.0,20.0,23.3,0.0,15.6,25.2,79.66,970.0,6.0643,2010,6,20,171,Southwest Monsoon
2010-06-21,28.2,20.1,24.2,0.2,15.2,26.3,77.84,970.0,5.5846,2010,6,21,172,Southwest Monsoon
2010-06-22,28.1,20.6,23.7,2.4,17.7,25.6,79.35,970.0,6.3828,2010,6,22,173,Southwest Monsoon
2010-06-23,27.9,20.5,23.3,2.9,20.8,24.6,74.3,970.0,4.9128,2010,6,23,174,Southwest Monsoon
2010-06-24,25.6,20.7,22.5,0.5,24.1,23.0,79.81,970.0,4.6774,2010,6,24,175,Southwest Monsoon
2010-06-25,25.7,20.1,22.3,3.0,28.8,22.6,75.08,970.0,4.8914,2010,6,25,176,Southwest Monsoon
2010-06-26,26.0,21.0,22.7,3.5,23.4,23.6,76.02,970.0,5.1797,2010,6,26,177,Southwest Monsoon
2010-06-27,28.1,20.9,23.5,1.1,20.8,25.0,75.22,970.0,6.2376,2010,6,27,178,Southwest Monsoon
2010-06-28,27.8,20.9,23.9,0.7,16.9,25.7,72.32,970.0,5.585,2010,6,28,179,Southwest Monsoon
2010-06-29,28.2,20.4,23.5,3.4,18.4,25.4,74.54,970.0,6.3965,2010,6,29,180,Southwest Monsoon
2010-06-30,27.5,20.4,23.1,4.3,20.4,24.5,76.65,970.0,5.6518,2010,6,30,181,Southwest Monsoon
2010-07-01,26.1,20.5,22.2,17.9,19.8,23.6,78.56,970.0,4.1383,2010,7,1,182,Southwest Monsoon
2010-07-02,22.7,20.1,20.9,50.8,21.6,22.0,73.4,970.0,3.99,2010,7,2,183,Southwest Monsoon
2010-07-03,23.9,20.1,21.3,18.0,20.2,22.8,75.44,970.0,4.2014,2010,7,3,184,Southwest Monsoon
2010-07-04,26.1,20.3,22.3,8.8,21.1,24.0,77.4,970.0,5.5078,2010,7,4,185,Southwest Monsoon
2010-07-05,25.2,20.6,22.1,7.5,22.5,23.7,78.58,970.0,4.002,2010,7,5,186,Southwest Monsoon
2010-07-06,25.8,20.1,22.0,5.8,17.4,23.6,81.39,970.0,3.959,2010,7,6,187,Southwest Monsoon
2010-07-07,25.6,19.9,21.8,5.7,18.3,23.6,80.05,970.0,4.1777,2010,7,7,188,Southwest Monsoon
2010-07-08,25.2,20.2,22.4,5.9,12.8,24.7,79.26,970.0,4.5854,2010,7,8,189,Southwest Monsoon
2010-07-09,27.1,19.7,22.7,7.5,11.9,25.8,83.61,970.0,5.0074,2010,7,9,190,Southwest Monsoon
2010-07-10,28.0,19.4,23.4,3.4,7.0,26.7,77.23,970.0,5.809,2010,7,10,191,Southwest Monsoon
2010-07-11,27.8,19.8,23.5,5.3,11.0,26.3,79.77,970.0,6.2902,2010,7,11,192,Southwest Monsoon
2010-07-12,27.3,20.4,23.0,6.3,15.4,25.4,83.75,970.0,5.4192,2010,7,12,193,Southwest Monsoon
2010-07-13,26.9,19.9,22.7,4.1,15.1,24.7,77.03,970.0,5.2346,2010,7,13,194,Southwest Monsoon
2010-07-14,27.7,19.4,23.2,0.0,19.2,24.4,72.92,970.0,6.0857,2010,7,14,195,Southwest Monsoon
2010-07-15,27.2,19.5,22.7,1.4,20.1,24.2,77.35,970.0,5.8594,2010,7,15,196,Southwest Monsoon
2010-07-16,26.6,20.4,22.3,10.2,16.8,23.8,82.29,970.0,3.9403,2010,7,16,197,Southwest Monsoon
2010-07-17,25.7,20.0,21.8,6.2,19.9,23.1,80.66,970.0,4.9037,2010,7,17,198,Southwest Monsoon
2010-07-18,25.4,20.2,22.1,7.4,22.5,23.3,77.13,970.0,5.2277,2010,7,18,199,Southwest Monsoon
2010-07-19,25.2,20.4,22.1,14.5,25.2,23.1,80.59,970.0,4.3406,2010,7,19,200,Southwest Monsoon
2010-07-20,24.3,20.2,21.1,16.3,26.6,21.4,79.74,970.0,3.4138,2010,7,20,201,Southwest Monsoon
2010-07-21,24.3,19.9,21.2,12.9,23.1,22.2,81.76,970.0,3.317,2010,7,21,202,Southwest Monsoon
2010-07-22,24.0,19.6,21.1,6.7,23.5,22.0,80.07,970.0,2.9741,2010,7,22,203,Southwest Monsoon
2010-07-23,25.2,19.1,22.0,0.0,24.9,22.5,76.66,970.0,5.1394,2010,7,23,204,Southwest Monsoon
2010-07-24,24.4,19.7,21.8,0.2,27.0,21.8,79.41,970.0,3.1018,2010,7,24,205,Southwest Monsoon
2010-07-25,24.8,19.6,21.3,7.5,29.9,21.0,82.21,970.0,3.9247,2010,7,25,206,Southwest Monsoon
2010-07-26,26.1,19.5,21.9,1.8,30.8,21.5,76.64,970.0,3.5969,2010,7,26,207,Southwest Monsoon
2010-07-27,26.1,20.3,22.6,0.6,27.7,22.7,77.29,970.0,4.1484,2010,7,27,208,Southwest Monsoon
2010-07-28,24.8,20.1,21.7,11.5,23.2,22.3,80.02,970.0,3.4742,2010,7,28,209,Southwest Monsoon
2010-07-29,24.5,19.4,21.0,7.9,21.2,21.8,84.98,970.0,3.4644,2010,7,29,210,Southwest Monsoon
2010-07-30,24.8,19.5,20.8,13.6,26.7,21.6,80.33,970.0,3.8484,2010,7,30,211,Southwest Monsoon
2010-07-31,25.1,19.6,21.9,0.0,27.7,21.9,79.85,970.0,4.5017,2010,7,31,212,Southwest Monsoon
2010-08-01,25.2,20.0,22.1,0.1,26.0,22.2,76.72,970.0,4.5437,2010,8,1,213,Southwest Monsoon
2010-08-02,25.7,19.6,22.4,0.1,24.6,22.7,79.01,970.0,4.7683,2010,8,2,214,Southwest Monsoon
2010-08-03,25.8,19.9,21.6,6.6,25.7,22.2,81.44,970.0,4.2749,2010,8,3,215,Southwest Monsoon
2010-08-04,26.0,19.9,21.9,8.0,27.5,22.4,82.85,970.0,3.1445,2010,8,4,216,Southwest Monsoon
2010-08-05,26.3,20.2,22.6,0.5,22.6,23.5,79.29,970.0,5.219,2010,8,5,217,Southwest Monsoon
2010-08-06,26.1,18.8,22.1,1.1,21.6,23.1,75.97,970.0,4.8559,2010,8,6,218,Southwest Monsoon
2010-08-07,26.3,18.9,22.0,3.6,18.8,23.7,77.86,970.0,5.2814,2010,8,7,219,Southwest Monsoon
2010-08-08,27.4,19.4,22.6,1.9,15.9,24.3,79.9,970.0,4.8883,2010,8,8,220,Southwest Monsoon
2010-08-09,27.0,20.0,22.9,0.5,20.5,24.1,76.48,970.0,5.3537,2010,8,9,221,Southwest Monsoon
2010-08-10,27.0,19.1,22.9,0.0,19.9,23.9,73.71,970.0,6.4274,2010,8,10,222,Southwest Monsoon
2010-08-11,26.9,19.7,22.9,0.7,20.5,24.2,75.46,970.0,4.4959,2010,8,11,223,Southwest Monsoon
2010-08-12,27.5,19.9,22.9,5.3,17.1,25.0,83.98,970.0,5.6765,2010,8,12,224,Southwest Monsoon
2010-08-13,26.3,20.4,22.5,4.1,17.4,24.6,76.69,970.0,4.4506,2010,8,13,225,Southwest Monsoon
2010-08-14,26.9,20.3,22.6,5.6,14.2,24.7,77.51,970.0,4.751,2010,8,14,226,Southwest Monsoon
2010-08-15,26.5,20.5,22.7,3.3,11.7,25.3,85.33,970.0,2.681,2010,8,15,227,Southwest Monsoon
2010-08-16,26.5,20.3,22.3,11.0,14.1,24.5,86.13,970.0,3.9221,2010,8,16,228,Southwest Monsoon
2010-08-17,25.6,20.2,22.4,0.6,22.0,23.5,79.82,970.0,4.0618,2010,8,17,229,Southwest Monsoon
2010-08-18,24.8,19.9,22.1,0.6,23.7,22.8,80.32,970.0,4.207,2010,8,18,230,Southwest Monsoon
2010-08-19,26.5,20.0,22.9,0.4,18.1,24.2,79.47,970.0,4.579,2010,8,19,231,Southwest Monsoon
2010-08-20,25.8,20.0,22.5,9.2,10.7,25.1,88.51,970.0,3.9468,2010,8,20,232,Southwest Monsoon
2010-08-21,24.8,20.0,21.8,15.2,11.3,24.5,89.0,970.0,2.4502,2010,8,21,233,Southwest Monsoon
2010-08-22,26.1,19.7,21.7,9.4,19.2,23.5,88.27,970.0,3.3744,2010,8,22,234,Southwest Monsoon
2010-08-23,25.8,19.7,21.9,3.6,20.4,23.3,87.68,970.0,3.7524,2010,8,23,235,Southwest Monsoon
2010-08-24,24.9,20.1,21.4,14.2,19.7,23.0,89.18,970.0,3.8258,2010,8,24,236,Southwest Monsoon
2010-08-25,21.7,19.7,20.4,26.9,18.5,21.9,85.67,970.0,2.4833,2010,8,25,237,Southwest Monsoon
2010-08-26,25.3,19.6,21.5,6.8,19.2,22.8,85.26,970.0,3.3226,2010,8,26,238,Southwest Monsoon
2010-08-27,26.3,19.5,22.3,2.5,22.8,23.5,85.81,970.0,4.8002,2010,8,27,239,Southwest Monsoon
2010-08-28,26.9,20.2,22.7,2.5,19.0,24.3,84.4,970.0,5.0458,2010,8,28,240,Southwest Monsoon
2010-08-29,25.8,20.4,22.4,4.4,20.7,23.8,87.6,970.0,4.0896,2010,8,29,241,Southwest Monsoon
2010-08-30,25.1,19.8,21.4,9.8,21.4,22.5,89.43,970.0,3.4613,2010,8,30,242,Southwest Monsoon
2010-08-31,24.2,19.3,21.1,5.9,22.0,21.8,81.58,970.0,5.2502,2010,8,31,243,Southwest Monsoon
2010-09-01,25.9,18.2,21.9,0.0,22.8,22.3,80.23,970.0,6.7762,2010,9,1,244,Southwest Monsoon
2010-09-02,26.3,18.2,21.8,0.5,21.1,22.7,82.05,970.0,5.4672,2010,9,2,245,Southwest Monsoon
2010-09-03,25.0,19.2,21.9,0.2,21.1,22.8,83.86,970.0,3.3521,2010,9,3,246,Southwest Monsoon
2010-09-04,26.3,19.6,22.1,0.6,20.0,23.1,82.3,970.0,3.9838,2010,9,4,247,Southwest Monsoon
2010-09-05,25.8,18.7,21.5,3.8,18.5,22.7,83.42,970.0,5.0352,2010,9,5,248,Southwest Monsoon
2010-09-06,25.8,18.8,21.7,1.4,21.0,22.5,80.38,970.0,4.3493,2010,9,6,249,Southwest Monsoon
2010-09-07,26.1,20.1,22.3,1.2,22.3,23.0,84.7,970.0,4.0147,2010,9,7,250,Southwest Monsoon
2010-09-08,25.9,19.9,22.0,5.5,22.3,23.0,81.82,970.0,3.3912,2010,9,8,251,Southwest Monsoon
2010-09-09,26.8,19.6,22.3,0.5,21.9,23.4,84.68,970.0,4.1004,2010,9,9,252,Southwest Monsoon
2010-09-10,26.5,19.0,22.0,5.7,17.0,23.8,84.76,970.0,5.3798,2010,9,10,253,Southwest Monsoon
2010-09-11,25.0,19.3,21.7,2.9,16.0,23.5,83.17,970.0,3.3665,2010,9,11,254,Southwest Monsoon
2010-09-12,26.1,19.2,22.3,0.0,13.8,24.1,84.82,970.0,5.4434,2010,9,12,255,Southwest Monsoon
2010-09-13,25.6,19.4,21.8,2.6,14.8,23.5,82.37,970.0,4.7926,2010,9,13,256,Southwest Monsoon
2010-09-14,24.4,19.4,21.5,0.5,17.3,23.0,84.0,970.0,3.3818,2010,9,14,257,Southwest Monsoon
2010-09-15,25.6,19.5,21.8,1.2,18.8,23.3,87.84,970.0,4.4215,2010,9,15,258,Southwest Monsoon
2010-09-16,26.3,19.2,22.0,4.1,19.1,23.7,83.09,970.0,4.6805,2010,9,16,259,Southwest Monsoon
2010-09-17,26.2,19.0,21.9,4.9,18.2,23.4,84.79,970.0,4.483,2010,9,17,260,Southwest Monsoon
2010-09-18,24.6,18.4,21.5,0.0,20.1,22.2,84.01,970.0,4.3152,2010,9,18,261,Southwest Monsoon
2010-09-19,25.7,18.1,21.7,0.0,11.9,23.0,82.32,970.0,6.2076,2010,9,19,262,Southwest Monsoon
2010-09-20,26.5,18.2,22.5,0.1,8.3,24.9,78.64,970.0,6.413,2010,9,20,263,Southwest Monsoon
2010-09-21,27.5,19.6,22.5,24.7,7.7,25.8,85.35,970.0,5.4881,2010,9,21,264,Southwest Monsoon
2010-09-22,26.8,19.1,22.5,5.4,4.9,25.8,84.31,970.0,5.8723,2010,9,22,265,Southwest Monsoon
2010-09-23,27.6,19.6,23.1,12.6,5.2,26.8,83.41,970.0,6.0317,2010,9,23,266,Southwest Monsoon
2010-09-24,26.9,19.2,22.7,7.7,12.1,25.9,80.75,970.0,5.8721,2010,9,24,267,Southwest Monsoon
2010-09-25,26.7,18.8,22.4,0.2,7.9,25.4,85.05,970.0,6.5928,2010,9,25,268,Southwest Monsoon
2010-09-26,27.6,19.4,22.8,3.2,11.5,25.7,85.37,970.0,4.7227,2010,9,26,269,Southwest Monsoon
2010-09-27,26.4,20.0,22.4,10.0,13.4,25.1,85.61,970.0,4.7189,2010,9,27,270,Southwest Monsoon
2010-09-28,27.1,19.9,22.8,0.0,14.5,25.0,87.17,970.0,5.0801,2010,9,28,271,Southwest Monsoon
2010-09-29,27.4,19.7,22.5,7.2,10.0,25.4,85.17,970.0,5.8248,2010,9,29,272,Southwest Monsoon
2010-09-30,28.2,19.0,23.0,1.5,10.9,26.0,80.41,970.0,6.0526,2010,9,30,273,Southwest Monsoon
2010-10-01,27.4,19.3,22.3,2.9,10.7,25.4,85.42,970.0,4.9658,2010,10,1,274,Post-Monsoon
2010-10-02,27.0,19.3,22.2,16.3,7.4,25.2,86.62,970.0,5.2541,2010,10,2,275,Post-Monsoon
2010-10-03,26.7,19.8,22.4,2.6,10.0,25.0,86.75,970.0,5.4888,2010,10,3,276,Post-Monsoon
2010-10-04,27.6,19.3,22.6,2.8,7.9,26.0,82.3,970.0,5.7955,2010,10,4,277,Post-Monsoon
2010-10-05,27.6,19.4,22.7,3.4,7.3,26.2,80.11,970.0,5.4576,2010,10,5,278,Post-Monsoon
2010-10-06,26.7,20.3,22.4,6.1,15.1,24.7,89.06,970.0,4.4842,2010,10,6,279,Post-Monsoon
2010-10-07,26.6,19.9,22.7,2.5,14.1,25.1,82.3,970.0,5.0558,2010,10,7,280,Post-Monsoon
2010-10-08,27.3,19.1,22.8,0.7,11.3,25.5,86.08,970.0,4.8014,2010,10,8,281,Post-Monsoon
2010-10-09,26.2,20.2,23.0,0.4,11.4,25.6,84.87,970.0,3.3451,2010,10,9,282,Post-Monsoon
2010-10-10,25.9,19.7,22.3,0.3,10.5,24.8,85.35,970.0,5.3014,2010,10,10,283,Post-Monsoon
2010-10-11,27.0,19.2,22.6,0.0,13.7,24.3,86.64,970.0,6.2184,2010,10,11,284,Post-Monsoon
2010-10-12,25.8,18.5,22.2,0.0,10.9,23.8,82.75,970.0,5.9378,2010,10,12,285,Post-Monsoon
2010-10-13,26.3,19.4,22.3,3.6,8.7,24.6,86.92,970.0,5.1763,2010,10,13,286,Post-Monsoon
2010-10-14,26.6,18.8,22.0,7.8,13.0,24.5,86.86,970.0,5.3642,2010,10,14,287,Post-Monsoon
2010-10-15,26.2,19.2,21.6,2.7,16.2,23.2,87.38,970.0,4.615,2010,10,15,288,Post-Monsoon
2010-10-16,25.5,17.9,21.6,0.9,20.0,22.4,85.6,970.0,5.9194,2010,10,16,289,Post-Monsoon
2010-10-17,24.6,17.6,21.1,0.0,16.8,21.8,84.73,970.0,6.1171,2010,10,17,290,Post-Monsoon
2010-10-18,25.5,18.1,21.6,0.2,13.4,23.2,82.95,970.0,5.9069,2010,10,18,291,Post-Monsoon
2010-10-19,26.4,18.3,22.2,0.2,9.5,24.6,83.69,970.0,6.1171,2010,10,19,292,Post-Monsoon
2010-10-20,26.0,19.2,22.1,5.4,7.8,25.2,92.8,970.0,4.8002,2010,10,20,293,Post-Monsoon
2010-10-21,26.1,19.7,22.3,5.8,9.4,25.2,86.12,970.0,4.8242,2010,10,21,294,Post-Monsoon
2010-10-22,25.9,20.1,22.2,1.4,15.3,24.1,88.62,970.0,4.4964,2010,10,22,295,Post-Monsoon
2010-10-23,25.1,19.5,21.2,9.2,15.7,23.2,89.23,970.0,4.3073,2010,10,23,296,Post-Monsoon
