date,temp_nasa,rh_nasa,wind_nasa,solar_nasa
2021-08-06,23.92,79.98,5.95,4.7016
2021-08-07,24.01,81.77,5.01,5.484
2021-08-08,24.11,80.69,3.15,6.0499
2021-08-09,24.12,81.35,3.28,5.8111
2021-08-10,22.65,86.33,4.55,4.127
2021-08-11,23.5,82.8,3.58,4.8962
2021-08-12,22.74,85.15,4.66,3.563
2021-08-13,23.14,82.43,4.82,4.6555
2021-08-14,22.52,83.69,4.77,5.2872
2021-08-15,22.19,81.94,5.23,4.6128
2021-08-16,22.87,79.91,4.55,4.3922
2021-08-17,23.51,78.24,4.16,4.4309
2021-08-18,22.99,77.37,4.57,4.824
2021-08-19,22.29,77.31,5.54,4.9817
2021-08-20,22.36,79.88,3.67,5.813
2021-08-21,22.4,81.17,2.38,4.4621
2021-08-22,23.2,79.65,1.85,5.7125
2021-08-23,23.02,85.11,1.7,5.0496
2021-08-24,23.54,80.21,2.66,6.0187
2021-08-25,23.62,80.26,3.56,5.7538
2021-08-26,24.0,82.53,2.03,6.21
2021-08-27,23.41,86.0,3.39,4.9428
2021-08-28,22.79,83.01,4.61,4.2442
2021-08-29,22.48,77.98,5.46,3.5102
2021-08-30,22.0,80.41,5.28,4.469
2021-08-31,23.3,77.63,4.05,5.497
2021-09-01,23.25,80.0,2.66,5.2596
2021-09-02,22.49,87.06,2.5,4.0392
2021-09-03,22.6,80.97,3.89,4.003
2021-09-04,22.14,86.15,4.38,3.6026
2021-09-05,22.58,83.12,5.46,4.351
2021-09-06,21.93,80.18,6.55,4.812
2021-09-07,22.02,81.85,5.92,4.2259
2021-09-08,22.68,83.53,5.43,4.7215
2021-09-09,23.0,81.33,4.7,5.4166
2021-09-10,22.98,82.59,4.72,5.1502
2021-09-11,22.93,83.35,5.2,4.969
2021-09-12,23.13,82.17,6.2,4.7962
2021-09-13,23.1,83.4,6.63,4.3231
2021-09-14,23.62,82.0,4.89,4.9406
2021-09-15,23.5,82.63,3.88,5.3777
2021-09-16,23.54,82.44,3.8,5.7838
2021-09-17,23.87,79.02,3.23,6.6881
2021-09-18,24.22,76.14,2.55,5.9998
2021-09-19,23.56,82.01,2.08,6.0173
2021-09-20,23.36,85.24,2.25,4.8094
2021-09-21,23.07,83.55,3.66,5.9503
2021-09-22,23.12,83.0,3.62,4.9217
2021-09-23,23.03,83.65,2.96,4.9896
2021-09-24,23.78,82.11,2.71,5.4504
2021-09-25,23.18,85.86,2.89,4.6298
2021-09-26,21.95,86.96,4.02,4.9788
2021-09-27,22.83,82.78,5.47,4.643
2021-09-28,21.58,84.45,5.14,4.4962
2021-09-29,22.27,81.71,4.17,5.2126
2021-09-30,23.26,78.63,1.99,5.586
2021-10-01,23.7,82.97,2.36,4.2794
2021-10-02,23.33,85.5,2.92,4.6603
2021-10-03,23.14,83.19,3.2,4.7945
2021-10-04,22.97,85.5,2.46,5.4202
2021-10-05,23.05,87.12,2.2,3.6346
2021-10-06,22.78,87.53,2.39,3.4462
2021-10-07,24.06,81.66,2.11,5.6971
2021-10-08,23.33,88.97,2.82,4.5924
2021-10-09,22.96,88.74,3.74,3.2652
2021-10-10,22.77,87.04,3.27,5.4329
2021-10-11,23.23,84.75,2.15,4.7558
2021-10-12,22.59,87.1,2.29,4.9682
2021-10-13,22.56,87.22,3.5,4.7009
2021-10-14,23.36,82.94,2.23,5.293
2021-10-15,23.4,86.61,1.27,4.0649
2021-10-16,23.58,87.46,2.46,4.4722
2021-10-17,22.22,90.53,2.62,4.0879
2021-10-18,23.13,87.69,3.36,3.5426
2021-10-19,22.87,84.43,1.89,5.2997
2021-10-20,23.16,86.4,2.01,3.7586
2021-10-21,22.99,89.36,1.7,4.9613
2021-10-22,23.17,86.9,2.18,5.4372
2021-10-23,22.89,86.19,2.24,5.1478
2021-10-24,22.46,85.0,1.6,5.5769
2021-10-25,22.13,86.76,2.64,3.8482
2021-10-26,22.41,85.3,2.14,3.9588
2021-10-27,21.92,84.5,2.84,3.8105
2021-10-28,21.65,82.91,2.98,4.1246
2021-10-29,21.39,87.46,3.2,3.6852
2021-10-30,22.05,87.82,3.77,4.0531
2021-10-31,22.04,88.62,3.26,3.9818
2021-11-01,21.71,89.69,3.36,3.6523
2021-11-02,21.42,88.4,4.69,3.4872
2021-11-03,21.73,87.75,3.59,3.5174
2021-11-04,22.05,88.06,2.75,4.0723
2021-11-05,22.22,85.96,1.45,3.919
2021-11-06,21.69,88.94,2.38,4.4467
2021-11-07,21.56,90.23,3.51,3.3211
2021-11-08,20.57,93.34,3.04,2.0652
2021-11-09,20.54,89.66,2.52,3.9665
2021-11-10,19.8,86.38,3.08,2.6122
2021-11-11,18.65,90.86,5.9,2.0419
2021-11-12,19.87,92.88,5.6,1.8554
2021-11-13,22.57,84.72,1.24,2.31
2021-11-14,22.32,90.28,1.88,3.4291
2021-11-15,22.98,88.16,1.93,3.8275
2021-11-16,22.48,89.35,3.31,3.521
2021-11-17,22.08,89.94,2.67,4.0231
2021-11-18,19.7,92.65,5.03,0.96
2021-11-19,21.89,93.42,5.46,2.3006
2021-11-20,22.08,91.97,3.81,3.1109
2021-11-21,21.76,82.52,2.77,4.2996
2021-11-22,21.55,87.6,2.37,3.7742
2021-11-23,22.13,88.97,2.65,5.0179
2021-11-24,21.98,86.12,2.84,4.6042
2021-11-25,21.12,88.19,3.78,4.1134
2021-11-26,21.29,87.03,4.19,3.2292
2021-11-27,20.8,89.97,4.6,2.2764
2021-11-28,20.03,91.44,4.53,2.6657
2021-11-29,20.25,90.37,4.56,2.2615
2021-11-30,21.02,88.26,3.98,3.8858
2021-12-01,21.71,87.75,4.57,3.4258
2021-12-02,21.8,85.94,3.13,3.294
2021-12-03,21.18,84.92,1.92,3.7639
2021-12-04,21.72,80.07,1.02,3.9031
2021-12-05,22.22,82.17,1.83,4.1981
2021-12-06,21.46,86.94,2.01,3.3298
2021-12-07,21.62,85.32,3.19,3.7644
2021-12-08,20.68,82.77,3.12,5.1072
2021-12-09,21.88,85.37,2.52,3.1114
2021-12-10,20.57,85.14,3.9,5.5123
2021-12-11,20.82,87.6,4.22,3.6218
2021-12-12,20.66,87.26,4.57,3.5129
2021-12-13,20.9,87.83,4.19,3.2383
2021-12-14,20.11,87.69,4.34,3.4613
2021-12-15,20.14,85.28,3.94,3.2666
2021-12-16,19.96,84.29,3.72,4.663
2021-12-17,19.69,82.23,2.99,5.1302
2021-12-18,18.22,80.39,3.44,4.9493
2021-12-19,17.08,79.4,3.45,5.3734
2021-12-20,17.15,81.45,3.11,5.5649
2021-12-21,18.15,74.0,1.7,5.2625
2021-12-22,17.69,78.01,2.36,4.8286
2021-12-23,17.96,76.31,2.23,5.0614
2021-12-24,17.61,73.09,2.42,5.3522
2021-12-25,18.31,77.05,2.49,5.477
2021-12-26,18.7,80.71,2.73,5.3986
2021-12-27,18.48,81.15,3.09,5.6186
2021-12-28,18.48,82.94,3.33,5.4958
2021-12-29,18.96,82.45,3.35,5.2567
2021-12-30,19.49,83.39,3.94,4.4986
2021-12-31,20.63,86.54,5.22,2.7641
2022-01-01,20.72,85.66,4.83,3.5268
2022-01-02,20.2,83.39,4.33,5.2426
2022-01-03,19.63,78.96,3.2,5.2183
2022-01-04,19.48,81.36,3.14,5.2294
2022-01-05,19.59,77.66,1.75,5.3335
2022-01-06,19.83,80.79,2.87,5.3654
2022-01-07,20.39,81.7,3.29,4.7546
2022-01-08,20.76,81.81,2.88,4.2442
2022-01-09,20.89,80.97,3.0,4.8134
2022-01-10,20.22,77.92,3.18,4.9646
2022-01-11,20.61,77.77,3.06,5.4473
2022-01-12,21.12,80.29,2.98,4.7006
2022-01-13,21.43,79.51,2.89,5.2094
2022-01-14,21.59,78.49,2.35,5.0172
2022-01-15,22.13,73.33,1.41,5.3712
2022-01-16,21.72,78.88,3.53,4.674
2022-01-17,21.22,78.42,3.94,4.9822
2022-01-18,20.6,75.65,3.18,5.0851
2022-01-19,20.16,72.14,2.77,5.687
2022-01-20,20.17,63.92,2.22,5.9009
2022-01-21,21.21,63.12,2.06,5.9647
2022-01-22,20.62,65.11,2.64,6.143
2022-01-23,20.01,69.45,2.65,6.1901
2022-01-24,20.13,62.8,2.18,6.3115
2022-01-25,20.92,71.47,1.54,5.5433
2022-01-26,21.42,81.19,2.83,4.7976
2022-01-27,21.49,75.83,3.91,4.5398
2022-01-28,20.75,73.84,4.69,3.7793
2022-01-29,21.24,74.44,4.12,4.4222
2022-01-30,22.71,71.88,1.35,5.0426
2022-01-31,23.6,69.69,1.81,5.6866
2022-02-01,23.02,70.03,2.51,5.3765
2022-02-02,22.24,65.8,2.47,5.7886
2022-02-03,21.57,69.01,2.72,4.8977
2022-02-04,22.14,63.54,2.8,6.3701
2022-02-05,22.14,66.78,2.84,6.1272
2022-02-06,22.92,71.58,3.79,4.8401
2022-02-07,22.54,69.43,2.39,5.3405
2022-02-08,22.43,66.73,2.39,5.471
2022-02-09,21.81,66.42,3.72,6.0715
2022-02-10,21.45,57.94,3.49,6.2914
2022-02-11,21.69,56.93,5.02,6.4018
2022-02-12,22.06,63.41,4.31,6.2873
2022-02-13,21.41,61.85,3.78,6.0274
2022-02-14,21.72,63.43,2.95,5.3316
2022-02-15,22.15,66.03,3.02,5.0004
2022-02-16,22.76,62.5,2.14,5.3117
2022-02-17,22.68,62.15,2.65,5.9364
2022-02-18,22.71,61.18,4.11,6.3096
2022-02-19,22.97,58.34,4.28,6.5026
2022-02-20,23.8,55.62,1.95,6.6029
2022-02-21,24.62,60.03,2.09,6.4308
2022-02-22,24.97,56.08,3.63,5.5358
2022-02-23,23.45,58.48,4.74,6.6211
2022-02-24,22.54,54.16,3.51,7.0562
2022-02-25,22.44,49.27,4.04,6.8947
2022-02-26,21.63,54.72,3.9,7.3152
2022-02-27,23.31,58.58,3.45,7.1381
2022-02-28,22.87,53.38,3.17,7.3008
2022-03-01,23.43,49.46,4.09,7.14
2022-03-02,22.92,38.76,4.57,6.4236
2022-03-03,22.8,40.86,5.12,6.8455
2022-03-04,23.39,36.74,5.05,7.0046
2022-03-05,23.82,45.38,5.07,7.0596
2022-03-06,23.9,52.91,5.55,6.4162
2022-03-07,23.23,54.4,5.28,4.1146
2022-03-08,24.97,49.96,4.2,6.7735
2022-03-09,25.82,45.63,3.6,6.6766
2022-03-10,25.83,40.23,4.72,7.0646
2022-03-11,25.63,32.85,5.22,6.9007
2022-03-12,25.81,30.83,5.05,7.2238
2022-03-13,25.37,34.05,4.79,6.8018
2022-03-14,26.4,37.56,3.65,6.575
2022-03-15,26.72,35.25,3.0,5.9398
2022-03-16,26.47,36.02,3.58,6.1219
2022-03-17,27.12,30.23,3.85,5.9064
2022-03-18,27.81,33.16,2.83,6.168
2022-03-19,28.46,35.43,2.58,5.8178
2022-03-20,26.19,57.19,2.45,4.8415
2022-03-21,26.76,58.02,1.84,5.9177
2022-03-22,26.26,62.97,2.28,4.8502
2022-03-23,27.65,54.59,2.68,4.9973
2022-03-24,27.35,56.16,1.79,4.8478
2022-03-25,27.88,49.84,2.86,4.6968
2022-03-26,28.27,49.76,3.32,5.6491
2022-03-27,28.81,48.62,4.58,6.0137
2022-03-28,28.85,47.73,3.95,6.2642
2022-03-29,29.64,43.4,3.36,6.1651
2022-03-30,30.0,40.22,3.16,5.8032
2022-03-31,30.16,38.39,3.35,6.1174
2022-04-01,29.91,38.47,4.01,5.2836
2022-04-02,28.72,43.09,4.16,5.8104
2022-04-03,28.59,44.73,4.83,6.5561
2022-04-04,28.61,46.34,4.75,6.6389
2022-04-05,28.07,44.87,5.26,6.7867
2022-04-06,28.11,40.52,4.69,6.9869
2022-04-07,27.39,48.96,4.67,6.9281
2022-04-08,28.1,52.25,4.34,6.1442
2022-04-09,27.96,53.89,3.82,6.191
2022-04-10,28.56,44.78,4.43,4.5398
2022-04-11,27.88,47.5,3.73,6.2246
2022-04-12,29.05,44.14,4.0,5.531
2022-04-13,27.56,56.46,3.64,4.0855
2022-04-14,25.23,62.32,2.81,4.6085
2022-04-15,27.76,56.89,1.23,6.876
2022-04-16,28.72,54.39,2.43,6.9562
2022-04-17,26.82,65.49,2.73,6.5347
2022-04-18,26.48,60.74,3.53,6.0984
2022-04-19,26.05,66.78,2.78,6.1814
2022-04-20,28.1,55.37,3.1,6.7738
2022-04-21,27.45,59.52,3.71,7.1846
2022-04-22,26.78,61.66,3.64,6.8038
2022-04-23,25.93,65.9,3.57,5.496
2022-04-24,27.73,52.58,2.97,6.4428
2022-04-25,27.65,53.84,2.98,7.0882
2022-04-26,28.44,46.97,3.23,7.1462
2022-04-27,28.83,50.75,3.93,7.385
2022-04-28,29.18,49.88,3.53,7.2876
2022-04-29,29.94,47.9,4.45,6.7858
2022-04-30,29.98,49.96,2.63,6.6233
2022-05-01,30.31,52.38,2.08,6.1174
2022-05-02,28.76,62.16,2.72,6.8995
2022-05-03,27.77,63.48,2.62,6.8794
2022-05-04,28.44,60.84,2.88,6.1505
2022-05-05,27.11,65.39,2.32,5.2037
2022-05-06,27.4,62.09,1.75,6.4536
2022-05-07,27.35,64.03,2.24,6.0329
2022-05-08,27.81,62.57,2.47,5.4852
2022-05-09,27.31,65.58,2.9,4.6522
2022-05-10,26.4,68.95,5.35,2.1125
2022-05-11,25.2,73.35,7.33,3.7409
2022-05-12,24.54,76.26,5.8,1.7938
2022-05-13,25.61,73.96,4.22,3.7313
2022-05-14,25.35,76.35,3.31,4.4462
2022-05-15,24.21,84.68,3.28,5.4336
2022-05-16,25.13,81.11,3.34,3.0094
2022-05-17,25.1,71.44,1.67,4.2245
2022-05-18,24.38,79.89,2.12,3.583
2022-05-19,22.64,87.21,4.99,2.3282
2022-05-20,22.05,82.12,6.37,4.8797
2022-05-21,23.51,75.97,5.97,4.9402
2022-05-22,24.39,77.29,6.0,4.8965
2022-05-23,25.31,75.7,4.67,6.6266
2022-05-24,26.15,73.19,3.62,7.1232
2022-05-25,26.3,71.36,2.38,6.1416
2022-05-26,25.46,73.94,3.4,6.2177
2022-05-27,24.38,76.25,4.34,7.0229
2022-05-28,24.5,73.33,4.82,7.2216
2022-05-29,24.83,69.24,4.22,7.3958
2022-05-30,25.28,71.11,3.61,6.2436
2022-05-31,23.55,78.83,4.02,5.8433
2022-06-01,23.49,79.46,4.75,6.0283
2022-06-02,25.09,73.28,3.04,6.1488
2022-06-03,24.96,74.95,2.91,6.7824
2022-06-04,24.32,75.55,3.5,6.7843
2022-06-05,24.87,76.26,2.17,6.3965
2022-06-06,24.37,76.62,2.16,5.9563
2022-06-07,24.71,76.44,3.78,4.518
2022-06-08,24.56,75.07,5.01,6.7205
2022-06-09,25.28,70.31,5.2,6.4265
2022-06-10,24.79,72.59,5.73,6.0514
2022-06-11,24.6,70.64,5.31,6.245
2022-06-12,23.66,71.84,4.66,6.2458
2022-06-13,24.04,73.8,3.49,6.0929
2022-06-14,24.15,78.12,3.78,6.8002
2022-06-15,23.32,80.65,3.65,4.8967
2022-06-16,23.18,84.05,2.02,5.9342
2022-06-17,21.74,84.67,2.22,6.0821
2022-06-18,22.02,86.81,2.33,5.3758
2022-06-19,23.17,86.05,2.95,5.7353
2022-06-20,23.2,79.53,4.37,5.3738
2022-06-21,23.01,81.91,4.72,4.8444
2022-06-22,22.32,85.63,3.64,3.9394
2022-06-23,23.15,80.31,4.34,4.4534
2022-06-24,22.26,84.76,5.66,6.0874
2022-06-25,22.67,81.21,5.92,3.9571
2022-06-26,23.12,79.43,6.37,5.2819
2022-06-27,23.81,76.61,6.0,4.843
2022-06-28,23.95,77.12,4.89,5.1413
2022-06-29,24.13,79.52,4.35,5.5906
2022-06-30,23.57,82.75,5.0,4.4868
2022-07-01,23.2,84.03,5.05,4.8552
2022-07-02,22.83,84.87,4.94,4.7966
2022-07-03,23.52,81.4,5.73,4.0721
2022-07-04,22.44,83.42,6.84,3.8208
2022-07-05,22.37,84.1,6.51,3.5762
2022-07-06,22.56,81.81,6.09,2.635
2022-07-07,22.55,83.8,6.35,3.1642
2022-07-08,22.27,82.37,6.99,3.9317
2022-07-09,22.61,83.41,7.02,3.1046
2022-07-10,22.93,80.17,7.33,3.5081
2022-07-11,23.11,80.01,6.97,2.8495
2022-07-12,22.79,80.38,8.08,4.7652
2022-07-13,22.87,78.86,9.72,3.7022
2022-07-14,22.43,78.31,10.31,3.4697
2022-07-15,23.32,76.98,8.17,4.0687
2022-07-16,23.57,80.63,6.66,3.9778
2022-07-17,23.09,81.89,7.05,4.1066
2022-07-18,22.68,82.1,5.59,3.397
2022-07-19,22.95,82.54,3.4,5.963
2022-07-20,23.77,81.67,2.94,5.4278
2022-07-21,23.26,84.52,3.28,5.0395
2022-07-22,22.51,86.68,3.87,3.7154
2022-07-23,22.84,82.61,4.59,4.1777
2022-07-24,22.99,80.88,4.79,4.1309
2022-07-25,22.91,80.91,3.77,5.3834
2022-07-26,22.22,84.1,3.92,4.7441
2022-07-27,22.88,85.09,2.95,4.7338
2022-07-28,24.1,78.61,1.81,5.7974
2022-07-29,23.39,80.18,1.8,5.9801
2022-07-30,24.39,76.57,1.27,5.9842
2022-07-31,24.02,84.58,1.79,4.9865
2022-08-01,23.93,84.35,2.77,5.6124
2022-08-02,23.89,83.76,2.34,4.5526
2022-08-03,22.77,83.4,2.71,3.2885
2022-08-04,22.06,85.69,1.78,2.3064
2022-08-05,22.62,84.42,7.65,3.012
2022-08-06,22.5,84.33,7.87,3.3806
2022-08-07,22.28,86.36,7.41,3.1507
2022-08-08,22.39,85.48,8.11,3.4805
2022-08-09,22.49,81.48,8.81,3.852
2022-08-10,22.1,81.41,8.01,4.9406
2022-08-11,22.64,82.13,6.88,4.6963
2022-08-12,22.86,81.25,6.2,4.6507
2022-08-13,22.2,82.48,5.01,5.5267
2022-08-14,22.82,78.98,5.46,4.6058
2022-08-15,23.63,78.49,4.2,5.1346
2022-08-16,24.23,76.83,2.38,6.3144
2022-08-17,24.05,79.47,3.32,5.9726
2022-08-18,22.91,86.48,4.46,5.0671
2022-08-19,23.02,84.18,5.1,4.7652
2022-08-20,22.87,83.98,4.9,4.8173
2022-08-21,22.87,85.15,5.05,4.5955
2022-08-22,22.83,85.48,5.55,4.3805
2022-08-23,23.28,83.66,4.95,5.5862
2022-08-24,22.86,84.98,4.57,4.343
2022-08-25,22.28,86.29,4.12,3.9221
2022-08-26,22.0,90.52,3.42,4.3651
2022-08-27,22.02,89.28,4.0,4.2254
2022-08-28,22.53,86.92,3.68,5.4823
2022-08-29,22.84,89.66,2.69,3.9293
2022-08-30,23.67,86.74,2.77,5.5318
2022-08-31,22.53,90.56,2.65,4.9387
2022-09-01,23.1,83.85,1.56,3.2592
2022-09-02,23.3,85.24,2.39,5.0748
2022-09-03,24.24,82.53,1.29,5.6035
2022-09-04,23.57,89.64,1.84,5.4401
2022-09-05,24.12,83.96,1.22,5.8433
2022-09-06,23.13,86.43,1.96,4.8178
2022-09-07,22.26,88.64,2.15,4.374
2022-09-08,22.06,89.52,3.94,2.8634
2022-09-09,22.3,90.33,4.33,4.4225
2022-09-10,22.27,88.73,5.45,3.8506
2022-09-11,21.95,88.36,6.13,3.9451
2022-09-12,22.07,86.68,6.84,5.0959
2022-09-13,22.48,87.81,4.84,4.5883
2022-09-14,22.21,88.65,3.76,4.963
2022-09-15,21.9,88.61,3.83,5.0366
2022-09-16,22.62,87.24,3.93,5.2495
2022-09-17,22.37,87.76,3.48,6.0192
2022-09-18,22.75,86.23,3.71,5.6083
2022-09-19,22.52,86.55,4.41,5.1706
2022-09-20,21.41,82.76,4.18,5.4958
2022-09-21,22.02,84.6,3.92,5.5558
2022-09-22,22.14,81.47,4.23,6.3554
2022-09-23,21.42,84.75,3.71,6.0329
2022-09-24,22.26,84.27,3.87,5.622
2022-09-25,22.68,82.71,3.46,6.0154
2022-09-26,23.04,86.46,3.4,4.5874
2022-09-27,22.21,87.8,3.12,4.523
2022-09-28,22.47,85.5,3.38,4.2722
2022-09-29,21.87,87.46,3.3,4.5475
2022-09-30,21.27,89.82,4.24,4.0219
2022-10-01,21.54,87.97,4.85,3.3346
2022-10-02,21.43,86.06,4.64,3.9888
2022-10-03,22.07,86.38,4.7,3.6454
2022-10-04,22.02,88.88,3.86,4.7705
2022-10-05,21.64,91.06,3.4,4.0678
2022-10-06,21.97,87.63,3.29,3.5292
2022-10-07,22.16,85.87,2.6,5.9002
2022-10-08,21.47,87.17,2.62,5.105
2022-10-09,22.0,89.22,2.79,3.1147
2022-10-10,23.23,88.5,3.0,3.2402
2022-10-11,22.98,89.62,3.13,3.4406
2022-10-12,22.99,88.71,2.22,3.7709
2022-10-13,22.91,88.68,1.74,4.6682
2022-10-14,23.62,84.27,1.81,4.7856
2022-10-15,22.98,88.47,1.99,4.0493
2022-10-16,23.36,88.52,2.9,4.0459
2022-10-17,23.43,89.33,2.94,4.7184
2022-10-18,23.19,87.66,2.15,4.8494
2022-10-19,23.06,85.27,1.59,5.0278
2022-10-20,22.95,86.27,2.46,5.1739
2022-10-21,22.45,87.28,2.84,4.5305
2022-10-22,21.98,87.45,3.12,5.1178
2022-10-23,20.94,83.79,2.88,5.9285
2022-10-24,18.96,76.05,3.64,6.2114
2022-10-25,19.07,70.96,2.75,6.6293
2022-10-26,19.7,71.17,2.11,6.4344
2022-10-27,19.66,78.36,2.77,6.4078
2022-10-28,20.95,86.9,3.22,4.165
2022-10-29,21.67,87.82,3.58,3.9089
2022-10-30,21.64,86.69,3.29,3.5419
2022-10-31,20.31,88.26,2.93,5.4024
2022-11-01,20.21,93.18,3.41,2.9849
2022-11-02,20.12,89.63,3.53,2.6011
2022-11-03,20.3,85.56,3.65,2.9981
2022-11-04,20.56,86.1,3.76,3.8054
2022-11-05,20.62,84.18,3.45,5.2735
2022-11-06,20.77,88.35,3.3,3.8446
2022-11-07,20.02,82.15,3.18,5.7938
2022-11-08,20.75,87.6,3.3,5.3198
2022-11-09,21.37,84.77,2.92,5.0839
2022-11-10,21.39,84.91,3.51,5.3381
2022-11-11,20.02,88.59,5.26,1.2696
2022-11-12,20.35,91.92,4.41,1.4719
2022-11-13,20.77,89.24,3.78,2.9081
2022-11-14,21.33,88.72,2.55,4.5689
2022-11-15,21.59,87.62,2.35,4.3997
2022-11-16,20.8,86.23,2.63,5.0131
2022-11-17,18.65,78.06,3.14,5.3782
2022-11-18,17.62,75.28,3.08,5.7118
2022-11-19,17.79,79.84,3.25,5.1041
2022-11-20,17.37,77.83,2.67,4.6306
2022-11-21,16.92,87.67,2.81,5.4324
2022-11-22,20.16,89.71,2.53,2.3455
2022-11-23,21.37,89.41,2.58,2.621
2022-11-24,21.63,87.46,3.39,1.8593
2022-11-25,21.4,86.21,3.11,4.5974
2022-11-26,21.57,84.52,2.6,5.1242
2022-11-27,21.94,83.69,1.81,4.1122
2022-11-28,22.06,85.45,1.89,3.3878
2022-11-29,21.26,83.85,2.91,3.5573
2022-11-30,18.66,78.73,2.92,5.1139
2022-12-01,20.8,87.83,3.09,3.4111
2022-12-02,21.93,86.09,3.05,4.3243
2022-12-03,21.77,85.71,3.41,5.1905
2022-12-04,21.29,86.33,3.49,5.034
2022-12-05,20.85,87.18,3.36,4.0178
2022-12-06,20.64,84.93,2.81,3.2738
2022-12-07,19.11,80.51,3.41,3.9799
2022-12-08,17.31,77.64,3.45,3.7375
2022-12-09,17.79,83.38,5.11,2.4468
2022-12-10,19.26,93.76,7.41,1.5281
2022-12-11,21.04,90.83,4.44,1.9121
2022-12-12,20.8,92.76,4.25,2.6482
2022-12-13,21.12,89.84,4.43,3.367
2022-12-14,20.79,86.79,3.46,3.8078
2022-12-15,20.03,79.32,3.1,5.8819
2022-12-16,19.25,76.11,3.15,5.8961
2022-12-17,19.9,84.12,3.15,5.2687
2022-12-18,20.55,86.92,3.81,4.1582
2022-12-19,17.88,84.75,3.48,5.2879
2022-12-20,18.84,81.31,2.87,5.1331
2022-12-21,18.39,75.49,3.04,5.4612
2022-12-22,17.5,77.37,3.55,5.8138
2022-12-23,19.35,84.27,3.17,5.5642
2022-12-24,20.47,83.55,3.06,5.6129
2022-12-25,21.29,87.92,4.54,2.4022
2022-12-26,21.19,87.28,4.5,2.9023
2022-12-27,21.09,87.3,3.77,2.8742
2022-12-28,21.5,85.92,3.09,5.2877
2022-12-29,20.79,82.26,3.05,5.6518
2022-12-30,19.25,78.02,2.81,5.8915
2022-12-31,18.84,73.82,2.17,5.9016
2023-01-01,18.53,76.63,2.72,5.7029
2023-01-02,18.57,81.34,3.68,5.8274
2023-01-03,18.94,80.9,3.24,5.2486
2023-01-04,19.22,80.99,3.47,5.4226
2023-01-05,18.78,81.13,4.28,4.123
2023-01-06,18.89,83.05,4.64,4.7527
2023-01-07,19.36,82.9,4.05,4.7933
2023-01-08,19.3,80.76,3.11,4.8257
2023-01-09,18.05,71.84,3.02,5.7802
2023-01-10,16.62,74.99,3.71,6.0768
2023-01-11,17.17,71.12,2.69,6.15
2023-01-12,17.92,65.4,2.44,6.2726
2023-01-13,18.12,71.58,2.2,5.2858
2023-01-14,17.89,68.49,2.29,6.0014
2023-01-15,17.84,68.45,2.24,6.2244
2023-01-16,18.39,68.26,2.49,6.131
2023-01-17,18.05,70.56,2.28,6.2244
2023-01-18,18.29,73.7,2.92,6.2028
2023-01-19,18.23,70.27,3.25,6.3518
2023-01-20,18.16,79.29,3.49,5.6059
2023-01-21,19.34,76.61,3.32,4.9771
2023-01-22,18.87,70.86,3.67,5.531
2023-01-23,20.13,79.09,3.85,4.6157
2023-01-24,20.98,75.82,3.18,3.8263
2023-01-25,19.7,72.94,3.2,5.7528
2023-01-26,19.3,70.88,3.19,6.0672
2023-01-27,18.98,67.89,3.62,6.1668
2023-01-28,18.54,63.64,3.92,6.2993
2023-01-29,19.14,67.93,4.16,6.0355
2023-01-30,20.89,76.99,3.48,4.2458
2023-01-31,21.23,70.23,3.74,5.0597
2023-02-01,21.21,65.42,4.06,5.347
2023-02-02,20.91,66.39,4.33,4.085
2023-02-03,21.8,68.59,4.19,2.609
2023-02-04,22.43,66.01,4.4,6.2198
2023-02-05,22.26,59.22,3.19,6.3878
2023-02-06,21.4,63.84,2.85,6.023
2023-02-07,21.2,63.89,1.71,6.2628
2023-02-08,22.06,61.95,3.18,6.0336
2023-02-09,21.74,61.56,3.42,6.3113
2023-02-10,21.82,62.36,3.46,6.2729
2023-02-11,21.94,56.14,3.55,6.0737
2023-02-12,22.52,51.88,3.69,6.7478
2023-02-13,21.99,49.12,4.2,6.8412
2023-02-14,21.57,54.11,3.35,6.9161
2023-02-15,21.49,53.67,3.32,6.9379
2023-02-16,21.76,52.86,4.26,6.7296
2023-02-17,21.42,57.93,3.72,6.8825
2023-02-18,21.63,58.81,3.26,6.9046
2023-02-19,22.06,59.3,3.19,6.7764
2023-02-20,22.33,53.76,2.61,6.8902
2023-02-21,22.52,52.44,3.04,6.9132
2023-02-22,22.47,52.07,4.11,6.7018
2023-02-23,21.61,51.75,4.43,7.2785
2023-02-24,21.69,47.05,3.78,7.356
2023-02-25,22.58,39.21,4.36,7.3694
2023-02-26,22.51,43.36,4.75,7.0548
2023-02-27,21.53,50.01,4.64,7.326
2023-02-28,22.07,51.97,4.19,6.7126
2023-03-01,23.85,56.23,4.51,6.1747
2023-03-02,22.13,45.57,5.12,7.3762
2023-03-03,22.1,43.88,5.47,7.4138
2023-03-04,22.63,38.93,5.39,7.2722
2023-03-05,22.93,39.07,5.1,7.2682
2023-03-06,23.01,38.91,5.19,7.3735
2023-03-07,23.21,39.53,5.07,5.988
2023-03-08,23.36,44.32,5.04,7.2466
2023-03-09,22.66,46.32,4.31,5.6316
2023-03-10,23.39,46.29,4.85,6.1956
2023-03-11,24.05,49.61,4.94,7.0786
2023-03-12,24.13,50.79,4.94,7.3025
